probe_id	rho	p	q_BH
Hs.36794_at	-0.119141	6.723607e-01	8.521548e-01
Hs.196102_at	0.119141	6.723607e-01	8.521548e-01
Hs.335754_at	-0.119141	6.723607e-01	8.521548e-01
Hs.547058_at	0.119141	6.723607e-01	8.521548e-01
Hs.32966_at	0.119141	6.723607e-01	8.521548e-01
Hs.497183_at	-0.119141	6.723607e-01	8.521548e-01
Hs.597144_at	-0.119141	6.723607e-01	8.521548e-01
Hs.525933_at	0.119141	6.723607e-01	8.521548e-01
Hs.445775_at	-0.119141	6.723607e-01	8.521548e-01
Hs.445711_at	-0.119141	6.723607e-01	8.521548e-01
Hs.525445_at	-0.119141	6.723607e-01	8.521548e-01
Hs.525752_at	0.119141	6.723607e-01	8.521548e-01
Hs.103183_at	-0.119141	6.723607e-01	8.521548e-01
Hs.647746_at	0.115530	6.818012e-01	8.566034e-01
Hs.561954_at	0.115530	6.818012e-01	8.566034e-01
Hs.318775_at	0.115530	6.818012e-01	8.566034e-01
Hs.181781_at	0.115530	6.818012e-01	8.566034e-01
Hs.636701_at	0.115530	6.818012e-01	8.566034e-01
Hs.21435_at	-0.115530	6.818012e-01	8.566034e-01
Hs.22047_at	0.115530	6.818012e-01	8.566034e-01
Hs.591249_at	-0.115530	6.818012e-01	8.566034e-01
Hs.643514_at	0.115530	6.818012e-01	8.566034e-01
Hs.200629_at	0.115530	6.818012e-01	8.566034e-01
Hs.318526_at	-0.115530	6.818012e-01	8.566034e-01
Hs.145932_at	0.115530	6.818012e-01	8.566034e-01
Hs.436037_at	0.115530	6.818012e-01	8.566034e-01
Hs.144744_at	-0.115530	6.818012e-01	8.566034e-01
Hs.416024_at	-0.115530	6.818012e-01	8.566034e-01
Hs.504212_at	0.115530	6.818012e-01	8.566034e-01
Hs.144710_at	-0.115530	6.818012e-01	8.566034e-01
Hs.643970_at	-0.115530	6.818012e-01	8.566034e-01
Hs.753_at	-0.115530	6.818012e-01	8.566034e-01
Hs.567524_at	0.115530	6.818012e-01	8.566034e-01
Hs.378901_at	0.115530	6.818012e-01	8.566034e-01
Hs.350364_at	0.115530	6.818012e-01	8.566034e-01
Hs.22907_at	-0.115530	6.818012e-01	8.566034e-01
Hs.606481_at	-0.115530	6.818012e-01	8.566034e-01
Hs.634224_at	-0.115530	6.818012e-01	8.566034e-01
Hs.416925_at	0.115530	6.818012e-01	8.566034e-01
Hs.503597_at	-0.115530	6.818012e-01	8.566034e-01
Hs.146438_at	0.115530	6.818012e-01	8.566034e-01
Hs.121478_at	0.115530	6.818012e-01	8.566034e-01
Hs.272280_at	0.115530	6.818012e-01	8.566034e-01
Hs.534770_at	-0.115530	6.818012e-01	8.566034e-01
Hs.571600_at	-0.115530	6.818012e-01	8.566034e-01
Hs.374216_at	0.115530	6.818012e-01	8.566034e-01
Hs.120377_at	-0.115530	6.818012e-01	8.566034e-01
Hs.55279_at	-0.115530	6.818012e-01	8.566034e-01
Hs.524947_at	-0.115530	6.818012e-01	8.566034e-01
Hs.493062_at	0.115530	6.818012e-01	8.566034e-01
Hs.440890_at	-0.115530	6.818012e-01	8.566034e-01
Hs.545311_at	-0.115530	6.818012e-01	8.566034e-01
Hs.4944_at	0.115530	6.818012e-01	8.566034e-01
Hs.139907_at	-0.115530	6.818012e-01	8.566034e-01
Hs.238432_at	-0.115530	6.818012e-01	8.566034e-01
Hs.391860_at	0.115530	6.818012e-01	8.566034e-01
Hs.396189_at	0.115530	6.818012e-01	8.566034e-01
Hs.528007_at	-0.115530	6.818012e-01	8.566034e-01
Hs.611466_at	-0.115530	6.818012e-01	8.566034e-01
Hs.164708_at	-0.115530	6.818012e-01	8.566034e-01
Hs.155995_at	-0.115530	6.818012e-01	8.566034e-01
Hs.422662_at	-0.115530	6.818012e-01	8.566034e-01
Hs.591997_at	0.115530	6.818012e-01	8.566034e-01
Hs.201083_at	-0.115530	6.818012e-01	8.566034e-01
Hs.618726_at	-0.115530	6.818012e-01	8.566034e-01
Hs.646680_at	0.115530	6.818012e-01	8.566034e-01
Hs.211474_at	0.115530	6.818012e-01	8.566034e-01
Hs.369924_at	-0.115530	6.818012e-01	8.566034e-01
Hs.623856_at	-0.115530	6.818012e-01	8.566034e-01
Hs.593207_at	0.115530	6.818012e-01	8.566034e-01
Hs.12851_at	0.115530	6.818012e-01	8.566034e-01
Hs.44277_at	-0.115530	6.818012e-01	8.566034e-01
Hs.128574_at	0.115530	6.818012e-01	8.566034e-01
Hs.532786_at	-0.115530	6.818012e-01	8.566034e-01
Hs.370834_at	-0.115530	6.818012e-01	8.566034e-01
Hs.40510_at	-0.115530	6.818012e-01	8.566034e-01
Hs.404137_at	0.115530	6.818012e-01	8.566034e-01
Hs.515016_at	-0.115530	6.818012e-01	8.566034e-01
Hs.382097_at	-0.115530	6.818012e-01	8.566034e-01
Hs.647257_at	0.115530	6.818012e-01	8.566034e-01
Hs.615050_at	0.115530	6.818012e-01	8.566034e-01
Hs.302754_at	0.115530	6.818012e-01	8.566034e-01
Hs.306769_at	0.115530	6.818012e-01	8.566034e-01
Hs.95424_at	-0.115530	6.818012e-01	8.566034e-01
Hs.647068_at	-0.115530	6.818012e-01	8.566034e-01
Hs.472227_at	0.115530	6.818012e-01	8.566034e-01
Hs.510833_at	0.115530	6.818012e-01	8.566034e-01
Hs.238756_at	0.115530	6.818012e-01	8.566034e-01
Hs.90436_at	-0.115530	6.818012e-01	8.566034e-01
Hs.518921_at	0.115530	6.818012e-01	8.566034e-01
Hs.288274_at	-0.115530	6.818012e-01	8.566034e-01
Hs.445149_at	0.115530	6.818012e-01	8.566034e-01
Hs.462598_at	0.115530	6.818012e-01	8.566034e-01
Hs.453951_at	-0.115530	6.818012e-01	8.566034e-01
Hs.94234_at	-0.115530	6.818012e-01	8.566034e-01
Hs.266782_at	-0.115530	6.818012e-01	8.566034e-01
Hs.148680_at	0.115530	6.818012e-01	8.566034e-01
Hs.148767_at	0.115530	6.818012e-01	8.566034e-01
Hs.162369_at	0.115530	6.818012e-01	8.566034e-01
Hs.134057_at	-0.115530	6.818012e-01	8.566034e-01
Hs.546419_at	-0.115530	6.818012e-01	8.566034e-01
Hs.499682_at	0.115530	6.818012e-01	8.566034e-01
Hs.592285_at	-0.115530	6.818012e-01	8.566034e-01
Hs.99414_at	0.115530	6.818012e-01	8.566034e-01
Hs.581541_at	-0.115530	6.818012e-01	8.566034e-01
Hs.100299_at	-0.115530	6.818012e-01	8.566034e-01
Hs.511775_at	0.115530	6.818012e-01	8.566034e-01
Hs.652098_at	0.115530	6.818012e-01	8.566034e-01
Hs.584867_at	-0.115530	6.818012e-01	8.566034e-01
Hs.446292+_at	-0.115530	6.818012e-01	8.566034e-01
Hs.101307_at	-0.115530	6.818012e-01	8.566034e-01
Hs.94672_at	-0.115530	6.818012e-01	8.566034e-01
Hs.565094_at	-0.115530	6.818012e-01	8.566034e-01
Hs.258575_at	0.115530	6.818012e-01	8.566034e-01
Hs.525529_at	-0.115530	6.818012e-01	8.566034e-01
Hs.651183_at	0.115530	6.818012e-01	8.566034e-01
Hs.385720_at	0.115530	6.818012e-01	8.566034e-01
Hs.518773_at	0.115530	6.818012e-01	8.566034e-01
Hs.526500_at	0.115530	6.818012e-01	8.566034e-01
Hs.651164_at	0.115530	6.818012e-01	8.566034e-01
Hs.496811_at	-0.115530	6.818012e-01	8.566034e-01
Hs.98173_at	-0.115530	6.818012e-01	8.566034e-01
Hs.632436_at	-0.115530	6.818012e-01	8.566034e-01
Hs.377484_at	-0.115530	6.818012e-01	8.566034e-01
Hs.496843_at	0.115530	6.818012e-01	8.566034e-01
Hs.158357_at	-0.115530	6.818012e-01	8.566034e-01
Hs.361463_at	0.115530	6.818012e-01	8.566034e-01
Hs.191599_at	0.115530	6.818012e-01	8.566034e-01
Hs.530712_at	0.115530	6.818012e-01	8.566034e-01
Hs.99949_at	0.115530	6.818012e-01	8.566034e-01
Hs.467097_at	0.115530	6.818012e-01	8.566034e-01
Hs.599489-_at	-0.115530	6.818012e-01	8.566034e-01
Hs.306327_at	-0.115530	6.818012e-01	8.566034e-01
Hs.437388_at	0.115530	6.818012e-01	8.566034e-01
Hs.645579_at	0.115530	6.818012e-01	8.566034e-01
Hs.467807_at	-0.115530	6.818012e-01	8.566034e-01
Hs.221899+_at	0.115530	6.818012e-01	8.566034e-01
Hs.191179_at	0.115530	6.818012e-01	8.566034e-01
Hs.83347_at	-0.115530	6.818012e-01	8.566034e-01
Hs.595983_at	-0.115530	6.818012e-01	8.566034e-01
Hs.632786_at	0.115530	6.818012e-01	8.566034e-01
Hs.539007-_at	0.115530	6.818012e-01	8.566034e-01
Hs.75189_at	0.115530	6.818012e-01	8.566034e-01
Hs.368808_at	-0.115530	6.818012e-01	8.566034e-01
Hs.513013_at	-0.115530	6.818012e-01	8.566034e-01
Hs.519930_at	-0.115530	6.818012e-01	8.566034e-01
Hs.112970_at	-0.115530	6.818012e-01	8.566034e-01
Hs.648554_at	0.115530	6.818012e-01	8.566034e-01
Hs.612877_at	-0.115530	6.818012e-01	8.566034e-01
Hs.497575_at	-0.115530	6.818012e-01	8.566034e-01
Hs.171397_at	-0.115530	6.818012e-01	8.566034e-01
Hs.278434_at	0.115530	6.818012e-01	8.566034e-01
Hs.497741_at	-0.111920	6.912858e-01	8.609233e-01
Hs.289019_at	0.111920	6.912858e-01	8.609233e-01
Hs.601836_at	0.111920	6.912858e-01	8.609233e-01
Hs.606356_at	0.111920	6.912858e-01	8.609233e-01
Hs.78524_at	-0.111920	6.912858e-01	8.609233e-01
Hs.497034_at	-0.111920	6.912858e-01	8.609233e-01
Hs.645489_at	0.111920	6.912858e-01	8.609233e-01
Hs.189782_at	0.111920	6.912858e-01	8.609233e-01
Hs.410977_at	-0.111920	6.912858e-01	8.609233e-01
Hs.481865_at	-0.111920	6.912858e-01	8.609233e-01
Hs.381309_at	-0.111920	6.912858e-01	8.609233e-01
Hs.436922_at	-0.111920	6.912858e-01	8.609233e-01
Hs.524630_at	-0.111920	6.912858e-01	8.609233e-01
Hs.534196_at	0.111920	6.912858e-01	8.609233e-01
Hs.226755_at	-0.111920	6.912858e-01	8.609233e-01
Hs.476033_at	-0.111920	6.912858e-01	8.609233e-01
Hs.540696_at	0.111920	6.912858e-01	8.609233e-01
Hs.170479_at	0.111920	6.912858e-01	8.609233e-01
Hs.446270_at	0.111920	6.912858e-01	8.609233e-01
Hs.162121_at	0.111920	6.912858e-01	8.609233e-01
Hs.631951_at	0.111920	6.912858e-01	8.609233e-01
Hs.582050_at	-0.111920	6.912858e-01	8.609233e-01
Hs.514065_at	-0.111920	6.912858e-01	8.609233e-01
Hs.502836_at	0.111920	6.912858e-01	8.609233e-01
Hs.380271_at	-0.111920	6.912858e-01	8.609233e-01
Hs.122752_at	-0.111920	6.912858e-01	8.609233e-01
Hs.520073_at	-0.111920	6.912858e-01	8.609233e-01
Hs.121593_at	0.111920	6.912858e-01	8.609233e-01
Hs.593927_at	-0.111920	6.912858e-01	8.609233e-01
Hs.274184_at	0.111920	6.912858e-01	8.609233e-01
Hs.2353_at	0.111920	6.912858e-01	8.609233e-01
Hs.352212_at	0.111920	6.912858e-01	8.609233e-01
Hs.14317_at	-0.111920	6.912858e-01	8.609233e-01
Hs.32942_at	0.111920	6.912858e-01	8.609233e-01
Hs.592575_at	0.111920	6.912858e-01	8.609233e-01
Hs.406234_at	-0.111920	6.912858e-01	8.609233e-01
Hs.242458_at	-0.111920	6.912858e-01	8.609233e-01
Hs.131226_at	-0.111920	6.912858e-01	8.609233e-01
Hs.310958_at	0.111920	6.912858e-01	8.609233e-01
Hs.187338_at	0.111920	6.912858e-01	8.609233e-01
Hs.422688_at	-0.111920	6.912858e-01	8.609233e-01
Hs.533779_at	0.111920	6.912858e-01	8.609233e-01
Hs.26837_at	-0.111920	6.912858e-01	8.609233e-01
Hs.473296_at	0.111920	6.912858e-01	8.609233e-01
Hs.471851_at	0.111920	6.912858e-01	8.609233e-01
Hs.259432_at	0.111920	6.912858e-01	8.609233e-01
Hs.27688_at	-0.111920	6.912858e-01	8.609233e-01
Hs.590784_at	0.111920	6.912858e-01	8.609233e-01
Hs.201978_at	-0.111920	6.912858e-01	8.609233e-01
Hs.466165_at	0.111920	6.912858e-01	8.609233e-01
Hs.133009_at	0.111920	6.912858e-01	8.609233e-01
Hs.512934_at	-0.111920	6.912858e-01	8.609233e-01
Hs.432699_at	-0.111920	6.912858e-01	8.609233e-01
Hs.432984_at	-0.111920	6.912858e-01	8.609233e-01
Hs.610989_at	0.111920	6.912858e-01	8.609233e-01
Hs.9999_at	0.111920	6.912858e-01	8.609233e-01
Hs.42419_at	0.111920	6.912858e-01	8.609233e-01
Hs.334713_at	-0.111920	6.912858e-01	8.609233e-01
Hs.460468_at	0.111920	6.912858e-01	8.609233e-01
Hs.461113_at	0.111920	6.912858e-01	8.609233e-01
Hs.24684_at	-0.111920	6.912858e-01	8.609233e-01
Hs.196981_at	-0.111920	6.912858e-01	8.609233e-01
Hs.593837_at	0.111920	6.912858e-01	8.609233e-01
Hs.600101_at	0.111920	6.912858e-01	8.609233e-01
Hs.516111_at	0.111920	6.912858e-01	8.609233e-01
Hs.467192_at	-0.111920	6.912858e-01	8.609233e-01
Hs.489646_at	0.111920	6.912858e-01	8.609233e-01
Hs.488181_at	0.111920	6.912858e-01	8.609233e-01
Hs.503284_at	0.111920	6.912858e-01	8.609233e-01
Hs.599708_at	0.111920	6.912858e-01	8.609233e-01
Hs.599723_at	0.111920	6.912858e-01	8.609233e-01
Hs.599728_at	-0.111920	6.912858e-01	8.609233e-01
Hs.461787_at	0.111920	6.912858e-01	8.609233e-01
Hs.76716_at	0.111920	6.912858e-01	8.609233e-01
Hs.132227_at	0.111920	6.912858e-01	8.609233e-01
Hs.132441_at	-0.111920	6.912858e-01	8.609233e-01
Hs.645355_at	-0.111920	6.912858e-01	8.609233e-01
Hs.476432_at	-0.111920	6.912858e-01	8.609233e-01
Hs.151287_at	0.111920	6.912858e-01	8.609233e-01
Hs.339024_at	0.111920	6.912858e-01	8.609233e-01
Hs.549789_at	0.111920	6.912858e-01	8.609233e-01
Hs.550811_at	0.111920	6.912858e-01	8.609233e-01
Hs.650204_at	-0.111920	6.912858e-01	8.609233e-01
Hs.326586_at	-0.111920	6.912858e-01	8.609233e-01
Hs.606359_at	0.111920	6.912858e-01	8.609233e-01
Hs.268774_at	0.111920	6.912858e-01	8.609233e-01
Hs.154073_at	-0.111920	6.912858e-01	8.609233e-01
Hs.389037_at	0.111920	6.912858e-01	8.609233e-01
Hs.91566_at	0.111920	6.912858e-01	8.609233e-01
Hs.584775_at	-0.111920	6.912858e-01	8.609233e-01
Hs.252967_at	0.111920	6.912858e-01	8.609233e-01
Hs.456507_at	-0.111920	6.912858e-01	8.609233e-01
Hs.603184_at	0.111920	6.912858e-01	8.609233e-01
Hs.408312_at	-0.111920	6.912858e-01	8.609233e-01
Hs.644611_at	-0.111920	6.912858e-01	8.609233e-01
Hs.390736_at	-0.111920	6.912858e-01	8.609233e-01
Hs.405028_at	0.111920	6.912858e-01	8.609233e-01
Hs.601077+_at	-0.111920	6.912858e-01	8.609233e-01
Hs.601206_at	-0.111920	6.912858e-01	8.609233e-01
Hs.647049_at	-0.111920	6.912858e-01	8.609233e-01
Hs.647026_at	0.111920	6.912858e-01	8.609233e-01
Hs.647072_at	-0.111920	6.912858e-01	8.609233e-01
Hs.485784_at	-0.111920	6.912858e-01	8.609233e-01
Hs.463045_at	-0.111920	6.912858e-01	8.609233e-01
Hs.347524_at	-0.111920	6.912858e-01	8.609233e-01
Hs.271742_at	0.111920	6.912858e-01	8.609233e-01
Hs.462323_at	-0.111920	6.912858e-01	8.609233e-01
Hs.404263_at	-0.111920	6.912858e-01	8.609233e-01
Hs.390443_at	-0.111920	6.912858e-01	8.609233e-01
Hs.518198_at	-0.111920	6.912858e-01	8.609233e-01
Hs.164797_at	0.111920	6.912858e-01	8.609233e-01
Hs.166313_at	0.111920	6.912858e-01	8.609233e-01
Hs.534648_at	-0.111920	6.912858e-01	8.609233e-01
Hs.638917_at	0.111920	6.912858e-01	8.609233e-01
Hs.623961_at	-0.111920	6.912858e-01	8.609233e-01
Hs.78880_at	-0.111920	6.912858e-01	8.609233e-01
Hs.623858_at	-0.111920	6.912858e-01	8.609233e-01
Hs.283734_at	-0.111920	6.912858e-01	8.609233e-01
Hs.31845_at	0.111920	6.912858e-01	8.609233e-01
Hs.606482_at	0.111920	6.912858e-01	8.609233e-01
Hs.652406_at	0.111920	6.912858e-01	8.609233e-01
Hs.232165_at	0.111920	6.912858e-01	8.609233e-01
Hs.63085_at	-0.111920	6.912858e-01	8.609233e-01
Hs.272789_at	0.111920	6.912858e-01	8.609233e-01
Hs.374221_at	0.111920	6.912858e-01	8.609233e-01
Hs.400659_at	-0.111920	6.912858e-01	8.609233e-01
Hs.528996_at	-0.111920	6.912858e-01	8.609233e-01
Hs.529019_at	-0.111920	6.912858e-01	8.609233e-01
Hs.492653_at	-0.111920	6.912858e-01	8.609233e-01
Hs.492490_at	0.111920	6.912858e-01	8.609233e-01
Hs.442657_at	-0.111920	6.912858e-01	8.609233e-01
Hs.279522_at	0.111920	6.912858e-01	8.609233e-01
Hs.306834_at	0.111920	6.912858e-01	8.609233e-01
Hs.614167_at	0.111920	6.912858e-01	8.609233e-01
Hs.403828_at	0.111920	6.912858e-01	8.609233e-01
Hs.371218_at	-0.111920	6.912858e-01	8.609233e-01
Hs.145500_at	-0.111920	6.912858e-01	8.609233e-01
Hs.173162_at	0.111920	6.912858e-01	8.609233e-01
Hs.624301_at	0.111920	6.912858e-01	8.609233e-01
Hs.470646_at	-0.111920	6.912858e-01	8.609233e-01
Hs.567583_at	-0.111920	6.912858e-01	8.609233e-01
Hs.200333_at	0.108310	7.008131e-01	8.652743e-01
Hs.197071_at	-0.108310	7.008131e-01	8.652743e-01
Hs.195292_at	-0.108310	7.008131e-01	8.652743e-01
Hs.644563_at	-0.108310	7.008131e-01	8.652743e-01
Hs.368078_at	-0.108310	7.008131e-01	8.652743e-01
Hs.512607_at	0.108310	7.008131e-01	8.652743e-01
Hs.512580_at	0.108310	7.008131e-01	8.652743e-01
Hs.622514_at	0.108310	7.008131e-01	8.652743e-01
Hs.199777_at	-0.108310	7.008131e-01	8.652743e-01
Hs.522287_at	-0.108310	7.008131e-01	8.652743e-01
Hs.250015_at	0.108310	7.008131e-01	8.652743e-01
Hs.521181_at	0.108310	7.008131e-01	8.652743e-01
Hs.651632_at	-0.108310	7.008131e-01	8.652743e-01
Hs.609438_at	0.108310	7.008131e-01	8.652743e-01
Hs.522484_at	-0.108310	7.008131e-01	8.652743e-01
Hs.106861_at	0.108310	7.008131e-01	8.652743e-01
Hs.54780_at	0.108310	7.008131e-01	8.652743e-01
Hs.32603_at	-0.108310	7.008131e-01	8.652743e-01
Hs.632450_at	0.108310	7.008131e-01	8.652743e-01
Hs.24583_at	-0.108310	7.008131e-01	8.652743e-01
Hs.117869_at	-0.108310	7.008131e-01	8.652743e-01
Hs.44532_at	-0.108310	7.008131e-01	8.652743e-01
Hs.269560_at	0.108310	7.008131e-01	8.652743e-01
Hs.116147_at	0.108310	7.008131e-01	8.652743e-01
Hs.65029_at	-0.108310	7.008131e-01	8.652743e-01
Hs.154986_at	-0.108310	7.008131e-01	8.652743e-01
Hs.632428_at	-0.108310	7.008131e-01	8.652743e-01
Hs.632486_at	0.108310	7.008131e-01	8.652743e-01
Hs.533295_at	0.108310	7.008131e-01	8.652743e-01
Hs.492618_at	-0.108310	7.008131e-01	8.652743e-01
Hs.493164_at	0.108310	7.008131e-01	8.652743e-01
Hs.389733_at	-0.108310	7.008131e-01	8.652743e-01
Hs.597794_at	0.108310	7.008131e-01	8.652743e-01
Hs.502328_at	0.108310	7.008131e-01	8.652743e-01
Hs.344090_at	0.108310	7.008131e-01	8.652743e-01
Hs.420257_at	0.108310	7.008131e-01	8.652743e-01
Hs.652265_at	-0.108310	7.008131e-01	8.652743e-01
Hs.491861_at	0.108310	7.008131e-01	8.652743e-01
Hs.501561_at	-0.108310	7.008131e-01	8.652743e-01
Hs.167535_at	0.108310	7.008131e-01	8.652743e-01
Hs.502378_at	0.108310	7.008131e-01	8.652743e-01
Hs.592110_at	0.108310	7.008131e-01	8.652743e-01
Hs.534341_at	0.108310	7.008131e-01	8.652743e-01
Hs.559406_at	0.108310	7.008131e-01	8.652743e-01
Hs.18946_at	-0.108310	7.008131e-01	8.652743e-01
Hs.191510_at	-0.108310	7.008131e-01	8.652743e-01
Hs.7158_at	0.108310	7.008131e-01	8.652743e-01
Hs.437145_at	0.108310	7.008131e-01	8.652743e-01
Hs.591054_at	0.108310	7.008131e-01	8.652743e-01
Hs.510334_at	0.108310	7.008131e-01	8.652743e-01
Hs.559459_at	-0.108310	7.008131e-01	8.652743e-01
Hs.480116_at	-0.108310	7.008131e-01	8.652743e-01
Hs.505941_at	-0.108310	7.008131e-01	8.652743e-01
Hs.463483_at	-0.108310	7.008131e-01	8.652743e-01
Hs.632772_at	-0.108310	7.008131e-01	8.652743e-01
Hs.633359_at	-0.108310	7.008131e-01	8.652743e-01
Hs.233325_at	-0.108310	7.008131e-01	8.652743e-01
Hs.170563_at	0.108310	7.008131e-01	8.652743e-01
Hs.607854_at	-0.108310	7.008131e-01	8.652743e-01
Hs.652347_at	0.108310	7.008131e-01	8.652743e-01
Hs.314261_at	0.108310	7.008131e-01	8.652743e-01
Hs.5443_at	0.108310	7.008131e-01	8.652743e-01
Hs.490394_at	0.108310	7.008131e-01	8.652743e-01
Hs.649689+_at	0.108310	7.008131e-01	8.652743e-01
Hs.1219_at	0.108310	7.008131e-01	8.652743e-01
Hs.401013_at	-0.108310	7.008131e-01	8.652743e-01
Hs.529862_at	-0.108310	7.008131e-01	8.652743e-01
Hs.530096_at	-0.108310	7.008131e-01	8.652743e-01
Hs.517148_at	-0.108310	7.008131e-01	8.652743e-01
Hs.146679_at	-0.108310	7.008131e-01	8.652743e-01
Hs.23033_at	-0.108310	7.008131e-01	8.652743e-01
Hs.18616_at	-0.108310	7.008131e-01	8.652743e-01
Hs.508887_at	0.108310	7.008131e-01	8.652743e-01
Hs.514284_at	0.108310	7.008131e-01	8.652743e-01
Hs.508234_at	0.108310	7.008131e-01	8.652743e-01
Hs.592045_at	0.108310	7.008131e-01	8.652743e-01
Hs.604957_at	0.108310	7.008131e-01	8.652743e-01
Hs.7768_at	0.108310	7.008131e-01	8.652743e-01
Hs.564117_at	-0.108310	7.008131e-01	8.652743e-01
Hs.602283_at	0.108310	7.008131e-01	8.652743e-01
Hs.602128_at	-0.108310	7.008131e-01	8.652743e-01
Hs.406277_at	-0.108310	7.008131e-01	8.652743e-01
Hs.201854_at	0.108310	7.008131e-01	8.652743e-01
Hs.288304_at	-0.108310	7.008131e-01	8.652743e-01
Hs.443861_at	-0.108310	7.008131e-01	8.652743e-01
Hs.502914_at	0.108310	7.008131e-01	8.652743e-01
Hs.591867_at	0.108310	7.008131e-01	8.652743e-01
Hs.466289_at	0.108310	7.008131e-01	8.652743e-01
Hs.83731_at	-0.108310	7.008131e-01	8.652743e-01
Hs.568831_at	0.108310	7.008131e-01	8.652743e-01
Hs.504613_at	0.108310	7.008131e-01	8.652743e-01
Hs.180402_at	-0.108310	7.008131e-01	8.652743e-01
Hs.466120_at	0.108310	7.008131e-01	8.652743e-01
Hs.413931_at	0.108310	7.008131e-01	8.652743e-01
Hs.413460_at	0.108310	7.008131e-01	8.652743e-01
Hs.516034_at	0.108310	7.008131e-01	8.652743e-01
Hs.506558_at	-0.108310	7.008131e-01	8.652743e-01
Hs.144197_at	0.108310	7.008131e-01	8.652743e-01
Hs.567714_at	-0.108310	7.008131e-01	8.652743e-01
Hs.37023_at	0.108310	7.008131e-01	8.652743e-01
Hs.469561_at	0.108310	7.008131e-01	8.652743e-01
Hs.556063_at	0.108310	7.008131e-01	8.652743e-01
Hs.506759_at	0.108310	7.008131e-01	8.652743e-01
Hs.624413_at	0.108310	7.008131e-01	8.652743e-01
Hs.647227_at	0.108310	7.008131e-01	8.652743e-01
Hs.183656_at	-0.108310	7.008131e-01	8.652743e-01
Hs.369613_at	0.108310	7.008131e-01	8.652743e-01
Hs.36927_at	0.108310	7.008131e-01	8.652743e-01
Hs.129244_at	0.108310	7.008131e-01	8.652743e-01
Hs.623708_at	-0.108310	7.008131e-01	8.652743e-01
Hs.623111_at	0.108310	7.008131e-01	8.652743e-01
Hs.287537_at	-0.108310	7.008131e-01	8.652743e-01
Hs.471492_at	-0.108310	7.008131e-01	8.652743e-01
Hs.591069_at	-0.108310	7.008131e-01	8.652743e-01
Hs.509264_at	0.108310	7.008131e-01	8.652743e-01
Hs.381998_at	0.108310	7.008131e-01	8.652743e-01
Hs.99785_at	-0.108310	7.008131e-01	8.652743e-01
Hs.103502_at	-0.108310	7.008131e-01	8.652743e-01
Hs.9850_at	0.108310	7.008131e-01	8.652743e-01
Hs.379636_at	-0.108310	7.008131e-01	8.652743e-01
Hs.9688_at	-0.108310	7.008131e-01	8.652743e-01
Hs.631954_at	0.108310	7.008131e-01	8.652743e-01
Hs.460078_at	-0.108310	7.008131e-01	8.652743e-01
Hs.521915_at	-0.108310	7.008131e-01	8.652743e-01
Hs.608669_at	-0.108310	7.008131e-01	8.652743e-01
Hs.584842_at	-0.108310	7.008131e-01	8.652743e-01
Hs.460777_at	0.108310	7.008131e-01	8.652743e-01
Hs.567265_at	0.108310	7.008131e-01	8.652743e-01
Hs.499094_at	0.108310	7.008131e-01	8.652743e-01
Hs.595992_at	0.108310	7.008131e-01	8.652743e-01
Hs.651258_at	-0.108310	7.008131e-01	8.652743e-01
Hs.158029_at	0.108310	7.008131e-01	8.652743e-01
Hs.162585_at	0.108310	7.008131e-01	8.652743e-01
Hs.632607_at	0.108310	7.008131e-01	8.652743e-01
Hs.632616_at	-0.108310	7.008131e-01	8.652743e-01
Hs.376218_at	0.108310	7.008131e-01	8.652743e-01
Hs.19673_at	0.108310	7.008131e-01	8.652743e-01
Hs.590985_at	-0.108310	7.008131e-01	8.652743e-01
Hs.13351_at	0.108310	7.008131e-01	8.652743e-01
Hs.595670_at	-0.108310	7.008131e-01	8.652743e-01
Hs.289065_at	-0.104699	7.103820e-01	8.698670e-01
Hs.91586_at	0.104699	7.103820e-01	8.698670e-01
Hs.85890_at	0.104699	7.103820e-01	8.698670e-01
Hs.46446_at	0.104699	7.103820e-01	8.698670e-01
Hs.487412_at	-0.104699	7.103820e-01	8.698670e-01
Hs.555244_at	-0.104699	7.103820e-01	8.698670e-01
Hs.604334_at	0.104699	7.103820e-01	8.698670e-01
Hs.604239_at	-0.104699	7.103820e-01	8.698670e-01
Hs.360174_at	0.104699	7.103820e-01	8.698670e-01
Hs.289271_at	0.104699	7.103820e-01	8.698670e-01
Hs.516087_at	-0.104699	7.103820e-01	8.698670e-01
Hs.130443_at	0.104699	7.103820e-01	8.698670e-01
Hs.642874_at	0.104699	7.103820e-01	8.698670e-01
Hs.472330_at	0.104699	7.103820e-01	8.698670e-01
Hs.399823_at	0.104699	7.103820e-01	8.698670e-01
Hs.187284_at	0.104699	7.103820e-01	8.698670e-01
Hs.483924_at	0.104699	7.103820e-01	8.698670e-01
Hs.482301_at	-0.104699	7.103820e-01	8.698670e-01
Hs.483419_at	0.104699	7.103820e-01	8.698670e-01
Hs.347535_at	0.104699	7.103820e-01	8.698670e-01
Hs.517553_at	0.104699	7.103820e-01	8.698670e-01
Hs.126035_at	-0.104699	7.103820e-01	8.698670e-01
Hs.34180_at	-0.104699	7.103820e-01	8.698670e-01
Hs.173939_at	-0.104699	7.103820e-01	8.698670e-01
Hs.34341_at	-0.104699	7.103820e-01	8.698670e-01
