gse_accession	gpl_accession	feature_id	gene	entrez_gene_id
GSE120717	GPL13158	209716_PM_at	CSF1	1435
GSE120717	GPL13158	209717_PM_at	EVI5	7813
GSE120717	GPL13158	209718_PM_at	NCAPH2	29781
GSE120717	GPL13158	209719_PM_x_at	SERPINB3	6317
GSE120717	GPL13158	209720_PM_s_at	SERPINB3	6317
GSE120717	GPL13158	209721_PM_s_at	IFFO1	25900
GSE120717	GPL13158	209722_PM_s_at	SERPINB9	5272
GSE120717	GPL13158	209723_PM_at	SERPINB9	5272
GSE120717	GPL13158	209724_PM_s_at	ZFP161	7541
GSE120717	GPL13158	209725_PM_at	UTP20	27340
GSE120717	GPL13158	209726_PM_at	CA11	770
GSE120717	GPL13158	209727_PM_at	GM2A	2760
GSE120717	GPL13158	209728_PM_at	HLA-DRB4	3126
GSE120717	GPL13158	209729_PM_at	GAS2L1	10634
GSE120717	GPL13158	209730_PM_at	SEMA3F	6405
GSE120717	GPL13158	209731_PM_at	NTHL1	4913
GSE120717	GPL13158	209732_PM_at	CLEC2B	9976
GSE120717	GPL13158	209733_PM_at	MID2	11043
GSE120717	GPL13158	209734_PM_at	NCKAP1L	3071
GSE120717	GPL13158	209735_PM_at	ABCG2	9429
GSE120717	GPL13158	209736_PM_at	SOX13	9580
GSE120717	GPL13158	209737_PM_at	MAGI2	9863
GSE120717	GPL13158	209738_PM_x_at	PSG6	5675
GSE120717	GPL13158	209739_PM_s_at	PNPLA4	8228
GSE120717	GPL13158	209740_PM_s_at	PNPLA4	8228
GSE120717	GPL13158	209741_PM_x_at	SCAPER	49855
GSE120717	GPL13158	209742_PM_s_at	MYL2	4633
GSE120717	GPL13158	209743_PM_s_at	ITCH	83737
GSE120717	GPL13158	209744_PM_x_at	ITCH	83737
GSE120717	GPL13158	209745_PM_at	COQ7	10229
GSE120717	GPL13158	209746_PM_s_at	COQ7	10229
GSE120717	GPL13158	209747_PM_at	TGFB3	7043
GSE120717	GPL13158	209748_PM_at	SPAST	6683
GSE120717	GPL13158	209749_PM_s_at	ACE	1636
GSE120717	GPL13158	209750_PM_at	NR1D2	9975
GSE120717	GPL13158	209751_PM_s_at	TRAPPC2 /// TRAPPC2P1	10597 /// 6399
GSE120717	GPL13158	209752_PM_at	REG1A	5967
GSE120717	GPL13158	209753_PM_s_at	TMPO	7112
GSE120717	GPL13158	209754_PM_s_at	TMPO	7112
GSE120717	GPL13158	209755_PM_at	NMNAT2	23057
GSE120717	GPL13158	209756_PM_s_at	MYCN	4613
GSE120717	GPL13158	209757_PM_s_at	MYCN	4613
GSE120717	GPL13158	209758_PM_s_at	MFAP5	8076
GSE120717	GPL13158	209759_PM_s_at	DCI	1632
GSE120717	GPL13158	209760_PM_at	KIAA0922	23240
GSE120717	GPL13158	209761_PM_s_at	SP110	3431
GSE120717	GPL13158	209762_PM_x_at	SP110	3431
GSE120717	GPL13158	209763_PM_at	CHRDL1	91851
GSE120717	GPL13158	209764_PM_at	MGAT3	4248
GSE120717	GPL13158	209765_PM_at	ADAM19	8728
GSE120717	GPL13158	209767_PM_s_at	GP1BB /// SEPT5	2812 /// 5413
GSE120717	GPL13158	209768_PM_s_at	GP1BB /// SEPT5	2812 /// 5413
GSE120717	GPL13158	209769_PM_s_at	GP1BB	2812
GSE120717	GPL13158	209770_PM_at	BTN3A1	11119
GSE120717	GPL13158	209771_PM_x_at	CD24	100133941
GSE120717	GPL13158	209772_PM_s_at	CD24	100133941
GSE120717	GPL13158	209773_PM_s_at	RRM2	6241
GSE120717	GPL13158	209774_PM_x_at	CXCL2	2920
GSE120717	GPL13158	209775_PM_x_at	SLC19A1	6573
GSE120717	GPL13158	209776_PM_s_at	SLC19A1	6573
GSE120717	GPL13158	209777_PM_s_at	SLC19A1	6573
GSE120717	GPL13158	209778_PM_at	TRIP11	9321
GSE120717	GPL13158	209779_PM_at	LLPH	84298
GSE120717	GPL13158	209780_PM_at	PHTF2	57157
GSE120717	GPL13158	209781_PM_s_at	KHDRBS3	10656
GSE120717	GPL13158	209782_PM_s_at	DBP	1628
GSE120717	GPL13158	209783_PM_at	DBP	1628
GSE120717	GPL13158	209784_PM_s_at	JAG2	3714
GSE120717	GPL13158	209785_PM_s_at	PLA2G4C	8605
GSE120717	GPL13158	209786_PM_at	HMGN4	10473
GSE120717	GPL13158	209787_PM_s_at	HMGN4	10473
GSE120717	GPL13158	209788_PM_s_at	ERAP1	51752
GSE120717	GPL13158	209789_PM_at	CORO2B	10391
GSE120717	GPL13158	209790_PM_s_at	CASP6	839
GSE120717	GPL13158	209791_PM_at	PADI2	11240
GSE120717	GPL13158	209792_PM_s_at	KLK10	5655
GSE120717	GPL13158	209793_PM_at	GRIA1	2890
GSE120717	GPL13158	209794_PM_at	SRGAP3	9901
GSE120717	GPL13158	209795_PM_at	CD69	969
GSE120717	GPL13158	209796_PM_s_at	CNPY2	10330
GSE120717	GPL13158	209797_PM_at	CNPY2	10330
GSE120717	GPL13158	209798_PM_at	NPAT	4863
GSE120717	GPL13158	209799_PM_at	PRKAA1	5562
GSE120717	GPL13158	209800_PM_at	KRT16	3868
GSE120717	GPL13158	209803_PM_s_at	PHLDA2	7262
GSE120717	GPL13158	209804_PM_at	DCLRE1A	9937
GSE120717	GPL13158	209805_PM_at	PMS2	5395
GSE120717	GPL13158	209806_PM_at	HIST1H2BK	85236
GSE120717	GPL13158	209807_PM_s_at	NFIX	4784
GSE120717	GPL13158	209808_PM_x_at	ING1	3621
GSE120717	GPL13158	209810_PM_at	SFTPB	6439
GSE120717	GPL13158	209811_PM_at	CASP2	835
GSE120717	GPL13158	209812_PM_x_at	CASP2	835
GSE120717	GPL13158	209813_PM_x_at	TARP	445347
GSE120717	GPL13158	209814_PM_at	ZNF330	27309
GSE120717	GPL13158	209815_PM_at	PTCH1	5727
GSE120717	GPL13158	209816_PM_at	PTCH1	5727
GSE120717	GPL13158	209817_PM_at	PPP3CB	5532
GSE120717	GPL13158	209818_PM_s_at	HABP4	22927
GSE120717	GPL13158	209819_PM_at	HABP4	22927
GSE120717	GPL13158	209820_PM_s_at	TBL3	10607
GSE120717	GPL13158	209821_PM_at	IL33	90865
GSE120717	GPL13158	209822_PM_s_at	VLDLR	7436
GSE120717	GPL13158	209823_PM_x_at	HLA-DQB1	3119
GSE120717	GPL13158	209824_PM_s_at	ARNTL	406
GSE120717	GPL13158	209825_PM_s_at	UCK2	7371
GSE120717	GPL13158	209826_PM_at	EGFL8 /// PPT2	80864 /// 9374
GSE120717	GPL13158	209827_PM_s_at	IL16	3603
GSE120717	GPL13158	209828_PM_s_at	IL16	3603
GSE120717	GPL13158	209829_PM_at	FAM65B	9750
GSE120717	GPL13158	209830_PM_s_at	SLC9A3R2	9351
GSE120717	GPL13158	209831_PM_x_at	DNASE2	1777
GSE120717	GPL13158	209832_PM_s_at	CDT1	81620
GSE120717	GPL13158	209833_PM_at	CRADD	8738
GSE120717	GPL13158	209834_PM_at	CHST3	9469
GSE120717	GPL13158	209835_PM_x_at	CD44	960
GSE120717	GPL13158	209836_PM_x_at	BOLA2 /// BOLA2B	552900 /// 654483
GSE120717	GPL13158	209837_PM_at	AP4M1	9179
GSE120717	GPL13158	209838_PM_at	COPS2	9318
GSE120717	GPL13158	209839_PM_at	DNM3	26052
GSE120717	GPL13158	209840_PM_s_at	LRRN3	54674
GSE120717	GPL13158	209841_PM_s_at	LRRN3	54674
GSE120717	GPL13158	209842_PM_at	SOX10	6663
GSE120717	GPL13158	209843_PM_s_at	SOX10	6663
GSE120717	GPL13158	209844_PM_at	HOXB13	10481
GSE120717	GPL13158	209845_PM_at	MKRN1	23608
GSE120717	GPL13158	209846_PM_s_at	BTN3A2	11118
GSE120717	GPL13158	209847_PM_at	CDH17	1015
GSE120717	GPL13158	209848_PM_s_at	SILV	6490
GSE120717	GPL13158	209849_PM_s_at	RAD51C	5889
GSE120717	GPL13158	209850_PM_s_at	CDC42EP2	10435
GSE120717	GPL13158	209851_PM_at	ZC3H13	23091
GSE120717	GPL13158	209852_PM_x_at	PSME3	10197
GSE120717	GPL13158	209853_PM_s_at	PSME3	10197
GSE120717	GPL13158	209854_PM_s_at	KLK2	3817
GSE120717	GPL13158	209855_PM_s_at	KLK2	3817
GSE120717	GPL13158	209856_PM_x_at	ABI2	10152
GSE120717	GPL13158	209857_PM_s_at	SPHK2	56848
GSE120717	GPL13158	209858_PM_x_at	MPPE1	65258
GSE120717	GPL13158	209859_PM_at	TRIM9	114088
GSE120717	GPL13158	209860_PM_s_at	ANXA7	310
GSE120717	GPL13158	209861_PM_s_at	METAP2	10988
GSE120717	GPL13158	209862_PM_s_at	CEP57	9702
GSE120717	GPL13158	209863_PM_s_at	TP63	8626
GSE120717	GPL13158	209864_PM_at	FRAT2	23401
GSE120717	GPL13158	209865_PM_at	SLC35A3	23443
GSE120717	GPL13158	209866_PM_s_at	LPHN3	23284
GSE120717	GPL13158	209867_PM_s_at	LPHN3	23284
GSE120717	GPL13158	209868_PM_s_at	RBMS1	5937
GSE120717	GPL13158	209869_PM_at	ADRA2A	150
GSE120717	GPL13158	209870_PM_s_at	APBA2	321
GSE120717	GPL13158	209871_PM_s_at	APBA2	321
GSE120717	GPL13158	209872_PM_s_at	PKP3	11187
GSE120717	GPL13158	209873_PM_s_at	PKP3	11187
GSE120717	GPL13158	209874_PM_x_at	CNNM2	54805
GSE120717	GPL13158	209875_PM_s_at	SPP1	6696
GSE120717	GPL13158	209876_PM_at	GIT2	9815
GSE120717	GPL13158	209877_PM_at	SNCG	6623
GSE120717	GPL13158	209878_PM_s_at	RELA	5970
GSE120717	GPL13158	209879_PM_at	SELPLG	6404
GSE120717	GPL13158	209880_PM_s_at	SELPLG	6404
GSE120717	GPL13158	209881_PM_s_at	LAT /// SPNS1	27040 /// 83985
GSE120717	GPL13158	209882_PM_at	RIT1	6016
GSE120717	GPL13158	209883_PM_at	GLT25D2	23127
GSE120717	GPL13158	209884_PM_s_at	SLC4A7	9497
GSE120717	GPL13158	209885_PM_at	RHOD	29984
GSE120717	GPL13158	209886_PM_s_at	SMAD6	4091
GSE120717	GPL13158	209887_PM_at	SMAD6	4091
GSE120717	GPL13158	209888_PM_s_at	MYL1	4632
GSE120717	GPL13158	209889_PM_at	SEC31B	25956
GSE120717	GPL13158	209890_PM_at	TSPAN5	10098
GSE120717	GPL13158	209891_PM_at	SPC25	57405
GSE120717	GPL13158	209892_PM_at	FUT4	2526
GSE120717	GPL13158	209893_PM_s_at	FUT4	2526
GSE120717	GPL13158	209894_PM_at	LEPR	3953
GSE120717	GPL13158	209895_PM_at	PTPN11	5781
GSE120717	GPL13158	209896_PM_s_at	PTPN11	5781
GSE120717	GPL13158	209897_PM_s_at	SLIT2	9353
GSE120717	GPL13158	209898_PM_x_at	ITSN2	50618
GSE120717	GPL13158	209899_PM_s_at	PUF60	22827
GSE120717	GPL13158	209900_PM_s_at	SLC16A1	6566
GSE120717	GPL13158	209901_PM_x_at	AIF1	199
GSE120717	GPL13158	209902_PM_at	ATR	545
GSE120717	GPL13158	209903_PM_s_at	ATR	545
GSE120717	GPL13158	209904_PM_at	TNNC1	7134
GSE120717	GPL13158	209905_PM_at	HOXA9	3205
GSE120717	GPL13158	209906_PM_at	C3AR1	719
GSE120717	GPL13158	209907_PM_s_at	ITSN2	50618
GSE120717	GPL13158	209908_PM_s_at	TGFB2	7042
GSE120717	GPL13158	209909_PM_s_at	TGFB2	7042
GSE120717	GPL13158	209910_PM_at	SLC25A16	8034
GSE120717	GPL13158	209911_PM_x_at	HIST1H2BD	3017
GSE120717	GPL13158	209912_PM_s_at	KIAA0415	9907
GSE120717	GPL13158	209913_PM_x_at	KIAA0415	9907
GSE120717	GPL13158	209914_PM_s_at	NRXN1	9378
GSE120717	GPL13158	209915_PM_s_at	NRXN1	9378
GSE120717	GPL13158	209916_PM_at	DHTKD1	55526
GSE120717	GPL13158	209917_PM_s_at	TP53TG1	11257
GSE120717	GPL13158	209918_PM_at	GGTLC2	91227
GSE120717	GPL13158	209919_PM_x_at	GGT1	2678
GSE120717	GPL13158	209920_PM_at	BMPR2	659
GSE120717	GPL13158	209921_PM_at	SLC7A11	23657
GSE120717	GPL13158	209922_PM_at	BRAP	8315
GSE120717	GPL13158	209923_PM_s_at	BRAP	8315
GSE120717	GPL13158	209924_PM_at	CCL18	6362
GSE120717	GPL13158	209925_PM_at	OCLN	4950
GSE120717	GPL13158	209926_PM_at	LOC729991	729991
GSE120717	GPL13158	209927_PM_s_at	C1orf77	26097
GSE120717	GPL13158	209928_PM_s_at	MSC	9242
GSE120717	GPL13158	209929_PM_s_at	IKBKG	8517
GSE120717	GPL13158	209930_PM_s_at	NFE2	4778
GSE120717	GPL13158	209931_PM_s_at	FKBP1B /// MFSD2B	2281 /// 388931
GSE120717	GPL13158	209932_PM_s_at	DUT	1854
GSE120717	GPL13158	209933_PM_s_at	CD300A	11314
GSE120717	GPL13158	209934_PM_s_at	ATP2C1	27032
GSE120717	GPL13158	209935_PM_at	ATP2C1	27032
GSE120717	GPL13158	209936_PM_at	RBM5	10181
GSE120717	GPL13158	209937_PM_at	TM4SF4	7104
GSE120717	GPL13158	209938_PM_at	TADA2A	6871
GSE120717	GPL13158	209939_PM_x_at	CFLAR	8837
GSE120717	GPL13158	209940_PM_at	PARP3	10039
GSE120717	GPL13158	209941_PM_at	RIPK1	8737
GSE120717	GPL13158	209942_PM_x_at	MAGEA3 /// MAGEA6	4102 /// 4105
GSE120717	GPL13158	209943_PM_at	FBXL4	26235
GSE120717	GPL13158	209944_PM_at	ZNF410	57862
GSE120717	GPL13158	209945_PM_s_at	GSK3B	2932
GSE120717	GPL13158	209946_PM_at	VEGFC	7424
GSE120717	GPL13158	209947_PM_at	UBAP2L	9898
GSE120717	GPL13158	209948_PM_at	KCNMB1	3779
GSE120717	GPL13158	209949_PM_at	NCF2	4688
GSE120717	GPL13158	209950_PM_s_at	VILL	50853
GSE120717	GPL13158	209951_PM_s_at	MAP2K7	5609
GSE120717	GPL13158	209952_PM_s_at	MAP2K7	5609
GSE120717	GPL13158	209953_PM_s_at	CDC37	11140
GSE120717	GPL13158	209954_PM_x_at	SS18	6760
GSE120717	GPL13158	209955_PM_s_at	FAP	2191
GSE120717	GPL13158	209956_PM_s_at	CAMK2B	816
GSE120717	GPL13158	209957_PM_s_at	NPPA	4878
GSE120717	GPL13158	209958_PM_s_at	BBS9	27241
GSE120717	GPL13158	209959_PM_at	NR4A3	8013
GSE120717	GPL13158	209960_PM_at	HGF	3082
GSE120717	GPL13158	209961_PM_s_at	HGF	3082
GSE120717	GPL13158	209962_PM_at	EPOR	2057
GSE120717	GPL13158	209963_PM_s_at	EPOR	2057
GSE120717	GPL13158	209964_PM_s_at	ATXN7	6314
GSE120717	GPL13158	209965_PM_s_at	RAD51L3	5892
GSE120717	GPL13158	209966_PM_x_at	ESRRG	2104
GSE120717	GPL13158	209967_PM_s_at	CREM	1390
GSE120717	GPL13158	209968_PM_s_at	NCAM1	4684
GSE120717	GPL13158	209969_PM_s_at	STAT1	6772
GSE120717	GPL13158	209970_PM_x_at	CASP1	834
GSE120717	GPL13158	209971_PM_x_at	AIMP2	7965
GSE120717	GPL13158	209972_PM_s_at	AIMP2	7965
GSE120717	GPL13158	209973_PM_at	NFKBIL1	4795
GSE120717	GPL13158	209974_PM_s_at	BUB3	9184
GSE120717	GPL13158	209975_PM_at	CYP2E1	1571
GSE120717	GPL13158	209976_PM_s_at	CYP2E1	1571
GSE120717	GPL13158	209977_PM_at	PLG	5340
GSE120717	GPL13158	209978_PM_s_at	LPA /// PLG	4018 /// 5340
GSE120717	GPL13158	209979_PM_at	ADARB1	104
GSE120717	GPL13158	209980_PM_s_at	SHMT1	6470
GSE120717	GPL13158	209981_PM_at	CSDC2	27254
GSE120717	GPL13158	209982_PM_s_at	NRXN2	9379
GSE120717	GPL13158	209983_PM_s_at	NRXN2	9379
GSE120717	GPL13158	209984_PM_at	KDM4C	23081
GSE120717	GPL13158	209985_PM_s_at	ASCL1	429
GSE120717	GPL13158	209986_PM_at	ASCL1	429
GSE120717	GPL13158	209987_PM_s_at	ASCL1	429
GSE120717	GPL13158	209988_PM_s_at	ASCL1	429
GSE120717	GPL13158	209989_PM_at	ZNF268	10795
GSE120717	GPL13158	209990_PM_s_at	GABBR2	9568
GSE120717	GPL13158	209991_PM_x_at	GABBR2	9568
GSE120717	GPL13158	209992_PM_at	PFKFB2	5208
GSE120717	GPL13158	209993_PM_at	ABCB1	5243
GSE120717	GPL13158	209994_PM_s_at	ABCB1 /// ABCB4	5243 /// 5244
GSE120717	GPL13158	209995_PM_s_at	TCL1A	8115
GSE120717	GPL13158	209996_PM_x_at	PCM1	5108
GSE120717	GPL13158	209997_PM_x_at	PCM1	5108
GSE120717	GPL13158	209998_PM_at	PIGO	84720
GSE120717	GPL13158	209999_PM_x_at	SOCS1	8651
GSE120717	GPL13158	210001_PM_s_at	SOCS1	8651
GSE120717	GPL13158	210002_PM_at	GATA6	2627
GSE120717	GPL13158	210004_PM_at	OLR1	4973
GSE120717	GPL13158	210005_PM_at	GART	2618
GSE120717	GPL13158	210006_PM_at	ABHD14A	25864
GSE120717	GPL13158	210007_PM_s_at	GPD2	2820
GSE120717	GPL13158	210008_PM_s_at	MRPS12	6183
GSE120717	GPL13158	210009_PM_s_at	GOSR2	9570
GSE120717	GPL13158	210010_PM_s_at	SLC25A1	6576
GSE120717	GPL13158	210011_PM_s_at	EWSR1	2130
GSE120717	GPL13158	210012_PM_s_at	EWSR1	2130
GSE120717	GPL13158	210013_PM_at	HPX	3263
GSE120717	GPL13158	210014_PM_x_at	IDH3B	3420
GSE120717	GPL13158	210015_PM_s_at	MAP2	4133
GSE120717	GPL13158	210016_PM_at	MYT1L	23040
GSE120717	GPL13158	210017_PM_at	MALT1	10892
GSE120717	GPL13158	210018_PM_x_at	MALT1	10892
GSE120717	GPL13158	210019_PM_at	CALML3	810
GSE120717	GPL13158	210020_PM_x_at	CALML3	810
GSE120717	GPL13158	210021_PM_s_at	CCNO	10309
GSE120717	GPL13158	210022_PM_at	PCGF1	84759
GSE120717	GPL13158	210023_PM_s_at	PCGF1	84759
GSE120717	GPL13158	210024_PM_s_at	UBE2E3	10477
GSE120717	GPL13158	210025_PM_s_at	CARD10	29775
GSE120717	GPL13158	210026_PM_s_at	CARD10	29775
GSE120717	GPL13158	210027_PM_s_at	APEX1	328
GSE120717	GPL13158	210028_PM_s_at	ORC3L	23595
GSE120717	GPL13158	210029_PM_at	IDO1	3620
GSE120717	GPL13158	210031_PM_at	CD247	919
GSE120717	GPL13158	210032_PM_s_at	SPAG6	9576
GSE120717	GPL13158	210033_PM_s_at	SPAG6	9576
GSE120717	GPL13158	210034_PM_s_at	RPL5	6125
GSE120717	GPL13158	210035_PM_s_at	RPL5 /// SNORA66	26782 /// 6125
GSE120717	GPL13158	210036_PM_s_at	KCNH2	3757
GSE120717	GPL13158	210037_PM_s_at	NOS2	4843
GSE120717	GPL13158	210038_PM_at	PRKCQ	5588
GSE120717	GPL13158	210039_PM_s_at	PRKCQ	5588
GSE120717	GPL13158	210040_PM_at	SLC12A5	57468
GSE120717	GPL13158	210041_PM_s_at	PGM3	5238
GSE120717	GPL13158	210042_PM_s_at	CTSZ	1522
GSE120717	GPL13158	210043_PM_at	FRMD8	83786
GSE120717	GPL13158	210044_PM_s_at	LYL1	4066
GSE120717	GPL13158	210045_PM_at	IDH2	3418
GSE120717	GPL13158	210046_PM_s_at	IDH2	3418
GSE120717	GPL13158	210047_PM_at	SLC11A2	4891
GSE120717	GPL13158	210048_PM_at	NAPG	8774
GSE120717	GPL13158	210049_PM_at	SERPINC1	462
GSE120717	GPL13158	210050_PM_at	TPI1	7167
GSE120717	GPL13158	210051_PM_at	RAPGEF3	10411
GSE120717	GPL13158	210052_PM_s_at	TPX2	22974
GSE120717	GPL13158	210053_PM_at	TAF5	6877
GSE120717	GPL13158	210054_PM_at	HAUS3	79441
GSE120717	GPL13158	210055_PM_at	TSHR	7253
GSE120717	GPL13158	210056_PM_at	RND1	27289
GSE120717	GPL13158	210057_PM_at	SMG1	23049
GSE120717	GPL13158	210058_PM_at	MAPK13	5603
GSE120717	GPL13158	210059_PM_s_at	MAPK13	5603
GSE120717	GPL13158	210060_PM_at	PDE6G	5148
GSE120717	GPL13158	210061_PM_at	ZNF589	51385
GSE120717	GPL13158	210062_PM_s_at	ZNF589	51385
GSE120717	GPL13158	210063_PM_at	SARDH	1757
GSE120717	GPL13158	210064_PM_s_at	UPK1B	7348
GSE120717	GPL13158	210065_PM_s_at	UPK1B	7348
GSE120717	GPL13158	210066_PM_s_at	AQP4	361
GSE120717	GPL13158	210067_PM_at	AQP4	361
GSE120717	GPL13158	210068_PM_s_at	AQP4	361
GSE120717	GPL13158	210069_PM_at	CHKB-CPT1B /// CPT1B	1375 /// 386593
GSE120717	GPL13158	210070_PM_s_at	CHKB-CPT1B /// CPT1B	1375 /// 386593
GSE120717	GPL13158	210072_PM_at	CCL19	6363
GSE120717	GPL13158	210073_PM_at	ST8SIA1	6489
GSE120717	GPL13158	210074_PM_at	CTSL2	1515
GSE120717	GPL13158	210075_PM_at	MARCH2	51257
GSE120717	GPL13158	210076_PM_x_at	SERBP1	26135
GSE120717	GPL13158	210077_PM_s_at	SFRS5	6430
GSE120717	GPL13158	210078_PM_s_at	KCNAB1	7881
GSE120717	GPL13158	210079_PM_x_at	KCNAB1	7881
GSE120717	GPL13158	210080_PM_x_at	CELA3A	10136
GSE120717	GPL13158	210081_PM_at	AGER	177
GSE120717	GPL13158	210082_PM_at	ABCA4	24
GSE120717	GPL13158	210083_PM_at	SEMA7A	8482
GSE120717	GPL13158	210084_PM_x_at	TPSAB1	7177
GSE120717	GPL13158	210085_PM_s_at	ANXA9	8416
GSE120717	GPL13158	210086_PM_at	HR	55806
GSE120717	GPL13158	210087_PM_s_at	MPZL1	9019
GSE120717	GPL13158	210088_PM_x_at	MYL4	4635
GSE120717	GPL13158	210089_PM_s_at	LAMA4	3910
GSE120717	GPL13158	210090_PM_at	ARC	23237
GSE120717	GPL13158	210091_PM_s_at	DTNA	1837
GSE120717	GPL13158	210092_PM_at	MAGOH	4116
GSE120717	GPL13158	210093_PM_s_at	MAGOH	4116
GSE120717	GPL13158	210094_PM_s_at	PARD3	56288
GSE120717	GPL13158	210095_PM_s_at	IGFBP3	3486
GSE120717	GPL13158	210096_PM_at	CYP4B1	1580
GSE120717	GPL13158	210097_PM_s_at	NOL7	51406
GSE120717	GPL13158	210099_PM_at	ABCA2	20
GSE120717	GPL13158	210100_PM_s_at	ABCA2	20
GSE120717	GPL13158	210101_PM_x_at	SH3GLB1	51100
GSE120717	GPL13158	210102_PM_at	VWA5A	4013
GSE120717	GPL13158	210103_PM_s_at	FOXA2	3170
GSE120717	GPL13158	210104_PM_at	MED6	10001
GSE120717	GPL13158	210105_PM_s_at	FYN	2534
GSE120717	GPL13158	210106_PM_at	RDH5	5959
GSE120717	GPL13158	210107_PM_at	CLCA1	1179
GSE120717	GPL13158	210108_PM_at	CACNA1D	776
GSE120717	GPL13158	210109_PM_at	C7orf54	27099
GSE120717	GPL13158	210110_PM_x_at	HNRNPH3	3189
GSE120717	GPL13158	210111_PM_s_at	LOC100287552	100287552
GSE120717	GPL13158	210112_PM_at	HPS1	3257
GSE120717	GPL13158	210113_PM_s_at	NLRP1	22861
GSE120717	GPL13158	210114_PM_at	INVS	27130
GSE120717	GPL13158	210115_PM_at	RPL39L	116832
GSE120717	GPL13158	210116_PM_at	SH2D1A	4068
GSE120717	GPL13158	210117_PM_at	SPAG1	6674
GSE120717	GPL13158	210118_PM_s_at	IL1A	3552
GSE120717	GPL13158	210119_PM_at	KCNJ15	3772
GSE120717	GPL13158	210120_PM_s_at	RANBP3	8498
GSE120717	GPL13158	210121_PM_at	B3GALT2	8707
GSE120717	GPL13158	210122_PM_at	PRM2	5620
GSE120717	GPL13158	210123_PM_s_at	CHRFAM7A /// CHRNA7	1139 /// 89832
GSE120717	GPL13158	210124_PM_x_at	SEMA4F	10505
GSE120717	GPL13158	210125_PM_s_at	BANF1	8815
GSE120717	GPL13158	210126_PM_at	PSG9	5678
GSE120717	GPL13158	210127_PM_at	RAB6B	51560
GSE120717	GPL13158	210128_PM_s_at	LTB4R	1241
GSE120717	GPL13158	210129_PM_s_at	TTLL3	26140
GSE120717	GPL13158	210130_PM_s_at	TM7SF2	7108
GSE120717	GPL13158	210131_PM_x_at	SDHC	6391
GSE120717	GPL13158	210132_PM_at	EFNA3	1944
GSE120717	GPL13158	210133_PM_at	CCL11	6356
GSE120717	GPL13158	210134_PM_x_at	SHOX2	6474
GSE120717	GPL13158	210135_PM_s_at	SHOX2	6474
GSE120717	GPL13158	210136_PM_at	MBP	4155
GSE120717	GPL13158	210137_PM_s_at	DCTD	1635
GSE120717	GPL13158	210138_PM_at	RGS20	8601
GSE120717	GPL13158	210139_PM_s_at	PMP22	5376
GSE120717	GPL13158	210140_PM_at	CST7	8530
GSE120717	GPL13158	210141_PM_s_at	INHA	3623
GSE120717	GPL13158	210142_PM_x_at	FLOT1	10211
GSE120717	GPL13158	210143_PM_at	ANXA10	11199
GSE120717	GPL13158	210144_PM_at	LOC100289420	100289420
GSE120717	GPL13158	210145_PM_at	PLA2G4A	5321
GSE120717	GPL13158	210146_PM_x_at	LILRB2	10288
GSE120717	GPL13158	210147_PM_at	ART3	419
GSE120717	GPL13158	210148_PM_at	HIPK3	10114
GSE120717	GPL13158	210149_PM_s_at	ATP5H	10476
GSE120717	GPL13158	210150_PM_s_at	LAMA5	3911
GSE120717	GPL13158	210151_PM_s_at	DYRK3	8444
GSE120717	GPL13158	210152_PM_at	LILRB4	11006
GSE120717	GPL13158	210153_PM_s_at	ME2	4200
GSE120717	GPL13158	210154_PM_at	ME2	4200
GSE120717	GPL13158	210155_PM_at	MYOC	4653
GSE120717	GPL13158	210156_PM_s_at	PCMT1	5110
GSE120717	GPL13158	210157_PM_at	C19orf2	8725
GSE120717	GPL13158	210158_PM_at	ERCC4	2072
GSE120717	GPL13158	210159_PM_s_at	TRIM31	11074
GSE120717	GPL13158	210160_PM_at	PAFAH1B2	5049
GSE120717	GPL13158	210162_PM_s_at	NFATC1	4772
GSE120717	GPL13158	210163_PM_at	CXCL11	6373
GSE120717	GPL13158	210164_PM_at	GZMB	3002
GSE120717	GPL13158	210165_PM_at	DNASE1	1773
GSE120717	GPL13158	210166_PM_at	TLR5	7100
GSE120717	GPL13158	210167_PM_s_at	TEF	7008
GSE120717	GPL13158	210168_PM_at	C6	729
GSE120717	GPL13158	210169_PM_at	SEC14L5	9717
GSE120717	GPL13158	210170_PM_at	PDLIM3	27295
GSE120717	GPL13158	210171_PM_s_at	CREM	1390
GSE120717	GPL13158	210172_PM_at	SF1	7536
GSE120717	GPL13158	210173_PM_at	PTPRJ	5795
GSE120717	GPL13158	210174_PM_at	NR5A2	2494
GSE120717	GPL13158	210175_PM_at	C2orf3	6936
GSE120717	GPL13158	210176_PM_at	TLR1	7096
GSE120717	GPL13158	210177_PM_at	TRIM15	89870
GSE120717	GPL13158	210178_PM_x_at	SFRS13A	10772
GSE120717	GPL13158	210179_PM_at	KCNJ13	3769
GSE120717	GPL13158	210180_PM_s_at	TRA2B	6434
GSE120717	GPL13158	210181_PM_s_at	CABP1	9478
GSE120717	GPL13158	210182_PM_at	CORT	1325
GSE120717	GPL13158	210183_PM_x_at	PNN	5411
GSE120717	GPL13158	210184_PM_at	ITGAX	3687
GSE120717	GPL13158	210185_PM_at	CACNB1	782
GSE120717	GPL13158	210186_PM_s_at	FKBP1A	2280
GSE120717	GPL13158	210187_PM_at	FKBP1A	2280
GSE120717	GPL13158	210188_PM_at	GABPA	2551
