gse_accession	gpl_accession	feature_id	gene	entrez_gene_id
GSE120717	GPL13158	244419_PM_at	FRZB	2487
GSE120717	GPL13158	244424_PM_at	LOC439938	439938
GSE120717	GPL13158	244427_PM_at	KIF23	9493
GSE120717	GPL13158	244428_PM_at	DNMT3A	1788
GSE120717	GPL13158	244430_PM_at	FLCN	201163
GSE120717	GPL13158	244431_PM_at	KILLIN	100144748
GSE120717	GPL13158	244434_PM_at	GPR82	27197
GSE120717	GPL13158	244435_PM_at	FAM196A	642938
GSE120717	GPL13158	244439_PM_at	SPRED1	161742
GSE120717	GPL13158	244442_PM_at	HORMAD2	150280
GSE120717	GPL13158	244443_PM_at	CHD2	1106
GSE120717	GPL13158	244444_PM_at	PKD1L2	114780
GSE120717	GPL13158	244448_PM_at	TMEM17	200728
GSE120717	GPL13158	244452_PM_at	ERLEC1	27248
GSE120717	GPL13158	244453_PM_at	ANKRD53	79998
GSE120717	GPL13158	244455_PM_at	KCNT2	343450
GSE120717	GPL13158	244460_PM_at	TMEM225	338661
GSE120717	GPL13158	244461_PM_at	CYTSB	92521
GSE120717	GPL13158	244462_PM_at	ZNF224	7767
GSE120717	GPL13158	244463_PM_at	ADAM23	8745
GSE120717	GPL13158	244465_PM_at	LOC283033	283033
GSE120717	GPL13158	244466_PM_at	ZNF544	27300
GSE120717	GPL13158	244467_PM_at	SHISA8	440829
GSE120717	GPL13158	244468_PM_at	PDZK1P1	728939
GSE120717	GPL13158	244470_PM_at	RLIM	51132
GSE120717	GPL13158	244471_PM_x_at	PANX2	56666
GSE120717	GPL13158	244472_PM_at	LOC388630	388630
GSE120717	GPL13158	244477_PM_at	SLC12A3	6559
GSE120717	GPL13158	244478_PM_at	LRRC37A3	374819
GSE120717	GPL13158	244481_PM_at	SLC25A24	29957
GSE120717	GPL13158	244487_PM_at	NCK1	4690
GSE120717	GPL13158	244488_PM_at	LSM14B	149986
GSE120717	GPL13158	244489_PM_at	LOC100129268	100129268
GSE120717	GPL13158	244493_PM_at	GPR22	2845
GSE120717	GPL13158	244494_PM_at	ZDHHC1	29800
GSE120717	GPL13158	244495_PM_x_at	C18orf45	85019
GSE120717	GPL13158	244497_PM_at	LOC100129907	100129907
GSE120717	GPL13158	244498_PM_x_at	LOC440297 /// LOC440300	440297 /// 440300
GSE120717	GPL13158	244499_PM_at	ZFC3H1	196441
GSE120717	GPL13158	244500_PM_s_at	EVI5L	115704
GSE120717	GPL13158	244501_PM_at	EVI5L	115704
GSE120717	GPL13158	244504_PM_x_at	ARF1	375
GSE120717	GPL13158	244506_PM_at	TMTC1	83857
GSE120717	GPL13158	244508_PM_at	SEPT7	989
GSE120717	GPL13158	244509_PM_at	GPR155	151556
GSE120717	GPL13158	244515_PM_at	PSMD7	5713
GSE120717	GPL13158	244518_PM_at	LOC100130452	100130452
GSE120717	GPL13158	244519_PM_at	ASXL1	171023
GSE120717	GPL13158	244522_PM_at	SYVN1	84447
GSE120717	GPL13158	244523_PM_at	MMD	23531
GSE120717	GPL13158	244526_PM_at	RASGRP3	25780
GSE120717	GPL13158	244527_PM_at	TRIO	7204
GSE120717	GPL13158	244528_PM_at	ARMC8	25852
GSE120717	GPL13158	244531_PM_at	NNT	23530
GSE120717	GPL13158	244533_PM_at	PTPN14	5784
GSE120717	GPL13158	244538_PM_at	KCTD19	146212
GSE120717	GPL13158	244542_PM_at	LOC100286844	100286844
GSE120717	GPL13158	244543_PM_s_at	LOC100286844	100286844
GSE120717	GPL13158	244546_PM_at	CYCS	54205
GSE120717	GPL13158	244547_PM_at	SGK494	124923
GSE120717	GPL13158	244552_PM_at	ZNF788	388507
GSE120717	GPL13158	244556_PM_at	LCP2	3937
GSE120717	GPL13158	244557_PM_at	C11orf55	399879
GSE120717	GPL13158	244563_PM_at	QSER1	79832
GSE120717	GPL13158	244564_PM_at	FLJ37638	400660
GSE120717	GPL13158	244565_PM_at	HMX2	3167
GSE120717	GPL13158	244569_PM_at	C8orf37	157657
GSE120717	GPL13158	244570_PM_at	LOC100130360	100130360
GSE120717	GPL13158	244571_PM_s_at	TTC12	54970
GSE120717	GPL13158	244572_PM_at	KY	339855
GSE120717	GPL13158	244574_PM_at	PTPRG	5793
GSE120717	GPL13158	244575_PM_at	POLA2	23649
GSE120717	GPL13158	244578_PM_at	LCP2	3937
GSE120717	GPL13158	244584_PM_at	C11orf41	25758
GSE120717	GPL13158	244585_PM_at	IFT140	9742
GSE120717	GPL13158	244587_PM_at	ATF7	11016
GSE120717	GPL13158	244591_PM_x_at	RNF207	388591
GSE120717	GPL13158	244593_PM_at	C17orf28	283987
GSE120717	GPL13158	244597_PM_at	SPATS2L	26010
GSE120717	GPL13158	244601_PM_at	DNAJC5	80331
GSE120717	GPL13158	244611_PM_at	MED13	9969
GSE120717	GPL13158	244614_PM_at	TFG	10342
GSE120717	GPL13158	244615_PM_x_at	TARSL2	123283
GSE120717	GPL13158	244616_PM_x_at	MDM2	4193
GSE120717	GPL13158	244617_PM_at	GPR26	2849
GSE120717	GPL13158	244619_PM_at	LOC646626	646626
GSE120717	GPL13158	244620_PM_at	LOC100128590	100128590
GSE120717	GPL13158	244622_PM_at	BRWD1	54014
GSE120717	GPL13158	244623_PM_at	KCNQ5	56479
GSE120717	GPL13158	244624_PM_at	RPS27A	6233
GSE120717	GPL13158	244627_PM_at	DAK	26007
GSE120717	GPL13158	244631_PM_at	LOC389834	389834
GSE120717	GPL13158	244632_PM_at	CNTN5	53942
GSE120717	GPL13158	244635_PM_s_at	LOC100129436	100129436
GSE120717	GPL13158	244640_PM_at	ZNF850P	342892
GSE120717	GPL13158	244641_PM_at	C7orf30	115416
GSE120717	GPL13158	244644_PM_at	FAM9C	171484
GSE120717	GPL13158	244649_PM_at	LOC646484	646484
GSE120717	GPL13158	244650_PM_at	FAM105A	54491
GSE120717	GPL13158	244653_PM_at	SETD7	80854
GSE120717	GPL13158	244654_PM_at	MYO1G	64005
GSE120717	GPL13158	244655_PM_at	LOC644192	644192
GSE120717	GPL13158	244656_PM_at	RASL10B	91608
GSE120717	GPL13158	244659_PM_at	LOC100131015	100131015
GSE120717	GPL13158	244660_PM_at	ELAVL1	1994
GSE120717	GPL13158	244661_PM_at	SOAT1	6646
GSE120717	GPL13158	244662_PM_at	MBD5	55777
GSE120717	GPL13158	244669_PM_at	SNHG5 /// SNORD50A /// SNORD50B	26799 /// 387066 /// 692088
GSE120717	GPL13158	244672_PM_at	WDR1	9948
GSE120717	GPL13158	244675_PM_at	RGS8	85397
GSE120717	GPL13158	244676_PM_s_at	MTUS2	23281
GSE120717	GPL13158	244680_PM_at	GLRB	2743
GSE120717	GPL13158	244681_PM_at	C3orf46	255330
GSE120717	GPL13158	244682_PM_at	CAMSAP1	157922
GSE120717	GPL13158	244684_PM_at	PGGT1B	5229
GSE120717	GPL13158	244685_PM_at	ANGEL1	23357
GSE120717	GPL13158	244686_PM_at	TCOF1	6949
GSE120717	GPL13158	244687_PM_at	DBT	1629
GSE120717	GPL13158	244689_PM_at	PPARA	5465
GSE120717	GPL13158	244691_PM_at	SETD5	55209
GSE120717	GPL13158	244692_PM_at	CYP4F22	126410
GSE120717	GPL13158	244694_PM_at	IGLON5	402665
GSE120717	GPL13158	244695_PM_at	GHRLOS	100126793
GSE120717	GPL13158	244698_PM_at	CDRT4	284040
GSE120717	GPL13158	244699_PM_at	AHI1	54806
GSE120717	GPL13158	244703_PM_x_at	IPO9	55705
GSE120717	GPL13158	244704_PM_at	NFYB	4801
GSE120717	GPL13158	244706_PM_at	PCMTD1	115294
GSE120717	GPL13158	244708_PM_at	FLJ33996	283401
GSE120717	GPL13158	244709_PM_at	FAM123C	205147
GSE120717	GPL13158	244710_PM_at	LRGUK	136332
GSE120717	GPL13158	244712_PM_at	MEX3D	399664
GSE120717	GPL13158	244716_PM_x_at	TMIGD2	126259
GSE120717	GPL13158	244717_PM_x_at	SV2B	9899
GSE120717	GPL13158	244718_PM_at	MTMR9L	339483
GSE120717	GPL13158	244721_PM_at	TP53INP1	94241
GSE120717	GPL13158	244723_PM_at	LOC100129488	100129488
GSE120717	GPL13158	244725_PM_at	DMRTA1	63951
GSE120717	GPL13158	244727_PM_at	KCNQ1OT1	10984
GSE120717	GPL13158	244728_PM_at	ODC1	4953
GSE120717	GPL13158	244730_PM_x_at	LOC100129195	100129195
GSE120717	GPL13158	244734_PM_at	MTHFSD	64779
GSE120717	GPL13158	244735_PM_at	CCDC54	84692
GSE120717	GPL13158	244738_PM_at	BRWD3	254065
GSE120717	GPL13158	244739_PM_at	RDX	5962
GSE120717	GPL13158	244740_PM_at	MGC9913	386759
GSE120717	GPL13158	244741_PM_s_at	MGC9913	386759
GSE120717	GPL13158	244742_PM_at	PAH	5053
GSE120717	GPL13158	244743_PM_x_at	ZNF138	7697
GSE120717	GPL13158	244744_PM_at	LOC100130502	100130502
GSE120717	GPL13158	244745_PM_at	RERG	85004
GSE120717	GPL13158	244746_PM_at	SEMA6D	80031
GSE120717	GPL13158	244747_PM_at	NPNT	255743
GSE120717	GPL13158	244751_PM_at	PCP2	126006
GSE120717	GPL13158	244752_PM_at	ZNF438	220929
GSE120717	GPL13158	244756_PM_at	ANKRD13D	338692
GSE120717	GPL13158	244758_PM_at	SCAND3	114821
GSE120717	GPL13158	244759_PM_x_at	RNF207	388591
GSE120717	GPL13158	244760_PM_at	HERC6	55008
GSE120717	GPL13158	244761_PM_at	FLJ44606	401207
GSE120717	GPL13158	244763_PM_at	MTRF1	9617
GSE120717	GPL13158	244764_PM_at	HIVEP3	59269
GSE120717	GPL13158	244766_PM_at	LOC100271836 /// LOC100288704 /// LOC440354 /// LOC595101 /// LOC641298 /// SMG1	100271836 /// 100288704 /// 23049 /// 440354 /// 595101 /// 641298
GSE120717	GPL13158	244767_PM_at	C10orf4	118924
GSE120717	GPL13158	244768_PM_at	DYNC1H1	1778
GSE120717	GPL13158	244771_PM_at	KBTBD12	166348
GSE120717	GPL13158	244774_PM_at	PHACTR2	9749
GSE120717	GPL13158	244777_PM_at	DCP2	167227
GSE120717	GPL13158	244780_PM_at	SGPP2	130367
GSE120717	GPL13158	244782_PM_at	PPP3R2	5535
GSE120717	GPL13158	244783_PM_at	YAF2	10138
GSE120717	GPL13158	244784_PM_at	DHX57	90957
GSE120717	GPL13158	244786_PM_at	SNHG10	283596
GSE120717	GPL13158	244789_PM_at	C10orf122	387718
GSE120717	GPL13158	244790_PM_at	MTCP1	4515
GSE120717	GPL13158	244795_PM_at	UQCC	55245
GSE120717	GPL13158	244801_PM_at	PSMB7	5695
GSE120717	GPL13158	244804_PM_at	SQSTM1	8878
GSE120717	GPL13158	244807_PM_at	NCRNA00188	125144
GSE120717	GPL13158	244808_PM_at	GRAMD1A	57655
GSE120717	GPL13158	244811_PM_at	PHIP	55023
GSE120717	GPL13158	244814_PM_at	UGGT1	56886
GSE120717	GPL13158	244818_PM_at	ZNF780B	163131
GSE120717	GPL13158	244819_PM_x_at	PSPH	5723
GSE120717	GPL13158	244823_PM_at	LOC100129034	100129034
GSE120717	GPL13158	244825_PM_at	SHROOM4	57477
GSE120717	GPL13158	244828_PM_x_at	NAF1	92345
GSE120717	GPL13158	244829_PM_at	C6orf218	221718
GSE120717	GPL13158	244830_PM_at	RASIP1	54922
GSE120717	GPL13158	244833_PM_at	CCDC63	160762
GSE120717	GPL13158	244834_PM_at	C1orf134	574037
GSE120717	GPL13158	244835_PM_at	C16orf52	730094
GSE120717	GPL13158	244839_PM_at	TTN	7273
GSE120717	GPL13158	244840_PM_x_at	DOCK4	9732
GSE120717	GPL13158	244841_PM_at	SEC24A	10802
GSE120717	GPL13158	244844_PM_at	MRS2	57380
GSE120717	GPL13158	244848_PM_at	CHD1L	9557
GSE120717	GPL13158	244849_PM_at	SEMA3A	10371
GSE120717	GPL13158	244852_PM_at	DSEL	92126
GSE120717	GPL13158	244857_PM_at	HBEGF	1839
GSE120717	GPL13158	244858_PM_at	TGIF1	7050
GSE120717	GPL13158	244861_PM_at	ZNF527	84503
GSE120717	GPL13158	244863_PM_at	SH3GLB2	56904
GSE120717	GPL13158	244870_PM_at	TES	26136
GSE120717	GPL13158	244871_PM_s_at	USP32	84669
GSE120717	GPL13158	244872_PM_at	RBBP4	5928
GSE120717	GPL13158	244877_PM_at	GPR173	54328
GSE120717	GPL13158	244881_PM_at	LMLN	89782
GSE120717	GPL13158	244882_PM_at	TNRC18	84629
GSE120717	GPL13158	244886_PM_at	LOC389641	389641
GSE120717	GPL13158	244889_PM_at	LOC388210	388210
GSE120717	GPL13158	266_PM_s_at	CD24	100133941
GSE120717	GPL13158	31637_PM_s_at	NR1D1 /// THRA	7067 /// 9572
GSE120717	GPL13158	31807_PM_at	DDX49	54555
GSE120717	GPL13158	31826_PM_at	FKBP15	23307
GSE120717	GPL13158	31835_PM_at	HRG	3273
GSE120717	GPL13158	31837_PM_at	LMF2	91289
GSE120717	GPL13158	31845_PM_at	ELF4	2000
GSE120717	GPL13158	31846_PM_at	RHOD	29984
GSE120717	GPL13158	31861_PM_at	IGHMBP2	3508
GSE120717	GPL13158	31874_PM_at	GAS2L1	10634
GSE120717	GPL13158	32029_PM_at	PDPK1	5170
GSE120717	GPL13158	32032_PM_at	DGCR14	8220
GSE120717	GPL13158	32042_PM_at	ENOX2	10495
GSE120717	GPL13158	32062_PM_at	LRRC14	9684
GSE120717	GPL13158	32069_PM_at	N4BP1	9683
GSE120717	GPL13158	32088_PM_at	BLZF1	8548
GSE120717	GPL13158	32091_PM_at	SLC25A44	9673
GSE120717	GPL13158	32094_PM_at	CHST3	9469
GSE120717	GPL13158	32099_PM_at	SAFB2	9667
GSE120717	GPL13158	320_PM_at	PEX6	5190
GSE120717	GPL13158	32128_PM_at	CCL18	6362
GSE120717	GPL13158	32137_PM_at	JAG2	3714
GSE120717	GPL13158	32209_PM_at	FAM89B	23625
GSE120717	GPL13158	32259_PM_at	EZH1	2145
GSE120717	GPL13158	32402_PM_s_at	SYMPK	8189
GSE120717	GPL13158	32502_PM_at	GDPD5	81544
GSE120717	GPL13158	32541_PM_at	PPP3CC	5533
GSE120717	GPL13158	32625_PM_at	NPR1	4881
GSE120717	GPL13158	32699_PM_s_at	PVR	5817
GSE120717	GPL13158	32723_PM_at	CSTF1	1477
GSE120717	GPL13158	32811_PM_at	MYO1C	4641
GSE120717	GPL13158	32836_PM_at	AGPAT1	10554
GSE120717	GPL13158	32837_PM_at	AGPAT2	10555
GSE120717	GPL13158	33132_PM_at	CPSF1	29894
GSE120717	GPL13158	33148_PM_at	ZFR	51663
GSE120717	GPL13158	33197_PM_at	MYO7A	4647
GSE120717	GPL13158	33304_PM_at	ISG20	3669
GSE120717	GPL13158	33307_PM_at	RRP7A	27341
GSE120717	GPL13158	33322_PM_i_at	SFN	2810
GSE120717	GPL13158	33323_PM_r_at	SFN	2810
GSE120717	GPL13158	33494_PM_at	ETFDH	2110
GSE120717	GPL13158	33579_PM_i_at	GALR3	8484
GSE120717	GPL13158	33646_PM_g_at	GM2A	2760
GSE120717	GPL13158	336_PM_at	TBXA2R	6915
GSE120717	GPL13158	33736_PM_at	STOML1	9399
GSE120717	GPL13158	33760_PM_at	PEX14	5195
GSE120717	GPL13158	33767_PM_at	NEFH	4744
GSE120717	GPL13158	33768_PM_at	DMWD	1762
GSE120717	GPL13158	33778_PM_at	TBC1D22A	25771
GSE120717	GPL13158	33814_PM_at	PAK4	10298
GSE120717	GPL13158	33850_PM_at	MAP4	4134
GSE120717	GPL13158	34031_PM_i_at	KRIT1	889
GSE120717	GPL13158	34063_PM_at	RECQL5	9400
GSE120717	GPL13158	34187_PM_at	RBMS2	5939
GSE120717	GPL13158	34206_PM_at	ARAP1	116985
GSE120717	GPL13158	34210_PM_at	CD52	1043
GSE120717	GPL13158	34221_PM_at	HMGXB3	22993
GSE120717	GPL13158	34225_PM_at	WHSC2	7469
GSE120717	GPL13158	34260_PM_at	TELO2	9894
GSE120717	GPL13158	34406_PM_at	PACS2	23241
GSE120717	GPL13158	34408_PM_at	RTN2	6253
GSE120717	GPL13158	34449_PM_at	CASP2	835
GSE120717	GPL13158	34471_PM_at	MYH8	4626
GSE120717	GPL13158	34478_PM_at	RAB11B	9230
GSE120717	GPL13158	34689_PM_at	TREX1	11277
GSE120717	GPL13158	34697_PM_at	LRP6	4040
GSE120717	GPL13158	34726_PM_at	CACNB3	784
GSE120717	GPL13158	34764_PM_at	LARS2	23395
GSE120717	GPL13158	34846_PM_at	CAMK2B	816
GSE120717	GPL13158	34858_PM_at	KCTD2	23510
GSE120717	GPL13158	34868_PM_at	SMG5	23381
GSE120717	GPL13158	35147_PM_at	MCF2L	23263
GSE120717	GPL13158	35148_PM_at	TJP3	27134
GSE120717	GPL13158	35150_PM_at	CD40	958
GSE120717	GPL13158	35156_PM_at	R3HCC1	203069
GSE120717	GPL13158	35160_PM_at	LDB1	8861
GSE120717	GPL13158	35179_PM_at	B3GAT3	26229
GSE120717	GPL13158	35201_PM_at	HNRNPL	3191
GSE120717	GPL13158	35254_PM_at	TRAFD1	10906
GSE120717	GPL13158	35265_PM_at	FXR2	9513
GSE120717	GPL13158	35436_PM_at	GOLGA2	2801
GSE120717	GPL13158	35617_PM_at	MAPK7	5598
GSE120717	GPL13158	35626_PM_at	SGSH	6448
GSE120717	GPL13158	35666_PM_at	SEMA3F	6405
GSE120717	GPL13158	35671_PM_at	GTF3C1	2975
GSE120717	GPL13158	35685_PM_at	RING1	6015
GSE120717	GPL13158	35776_PM_at	ITSN1	6453
GSE120717	GPL13158	35820_PM_at	GM2A	2760
GSE120717	GPL13158	35846_PM_at	THRA	7067
GSE120717	GPL13158	35974_PM_at	LRMP	4033
GSE120717	GPL13158	36004_PM_at	IKBKG	8517
GSE120717	GPL13158	36019_PM_at	STK19	8859
GSE120717	GPL13158	36030_PM_at	IFFO1	25900
GSE120717	GPL13158	36084_PM_at	CUL7	9820
GSE120717	GPL13158	36129_PM_at	SGSM2	9905
GSE120717	GPL13158	36475_PM_at	GCAT	23464
GSE120717	GPL13158	36499_PM_at	CELSR2	1952
GSE120717	GPL13158	36545_PM_s_at	SFI1	9814
GSE120717	GPL13158	36552_PM_at	C2CD3	26005
GSE120717	GPL13158	36553_PM_at	ASMTL	8623
GSE120717	GPL13158	36554_PM_at	ASMTL	8623
GSE120717	GPL13158	36564_PM_at	RNF19B	127544
GSE120717	GPL13158	36566_PM_at	CTNS	1497
GSE120717	GPL13158	36612_PM_at	FAM168A	23201
GSE120717	GPL13158	36711_PM_at	MAFF	23764
GSE120717	GPL13158	36742_PM_at	TRIM15	89870
GSE120717	GPL13158	36829_PM_at	PER1	5187
GSE120717	GPL13158	36830_PM_at	MIPEP	4285
GSE120717	GPL13158	36865_PM_at	ANGEL1	23357
GSE120717	GPL13158	36888_PM_at	HAUS5	23354
GSE120717	GPL13158	36907_PM_at	MVK	4598
GSE120717	GPL13158	36920_PM_at	MTM1	4534
GSE120717	GPL13158	36936_PM_at	TSTA3	7264
GSE120717	GPL13158	36994_PM_at	ATP6V0C	527
GSE120717	GPL13158	37004_PM_at	SFTPB	6439
GSE120717	GPL13158	37005_PM_at	NBL1	4681
GSE120717	GPL13158	37012_PM_at	CAPZB	832
GSE120717	GPL13158	37020_PM_at	CRP	1401
GSE120717	GPL13158	37022_PM_at	PRELP	5549
GSE120717	GPL13158	37028_PM_at	PPP1R15A	23645
GSE120717	GPL13158	37079_PM_at	NUS1P3	11049
GSE120717	GPL13158	37117_PM_at	ARHGAP8 /// PRR5 /// PRR5-ARHGAP8	23779 /// 553158 /// 55615
GSE120717	GPL13158	37145_PM_at	GNLY	10578
GSE120717	GPL13158	37152_PM_at	PPARD	5467
GSE120717	GPL13158	37170_PM_at	BMP2K	55589
GSE120717	GPL13158	37201_PM_at	ITIH4	3700
GSE120717	GPL13158	37226_PM_at	BNIP1	662
GSE120717	GPL13158	37232_PM_at	KIAA0586	9786
GSE120717	GPL13158	37254_PM_at	ZNF133	7692
GSE120717	GPL13158	37278_PM_at	TAZ	6901
GSE120717	GPL13158	37384_PM_at	PPM1F	9647
GSE120717	GPL13158	37408_PM_at	MRC2	9902
GSE120717	GPL13158	37424_PM_at	CCHCR1	54535
GSE120717	GPL13158	37425_PM_g_at	CCHCR1	54535
GSE120717	GPL13158	37433_PM_at	PIAS2	9063
GSE120717	GPL13158	37462_PM_i_at	SF3A2	8175
GSE120717	GPL13158	37512_PM_at	HSD17B6	8630
GSE120717	GPL13158	37547_PM_at	BBS9	27241
GSE120717	GPL13158	37549_PM_g_at	BBS9	27241
GSE120717	GPL13158	37566_PM_at	KIAA1045	23349
GSE120717	GPL13158	37577_PM_at	ARHGAP19	84986
GSE120717	GPL13158	37586_PM_at	ZNF142	7701
GSE120717	GPL13158	37652_PM_at	CABIN1	23523
GSE120717	GPL13158	37793_PM_r_at	RAD51L3	5892
GSE120717	GPL13158	37796_PM_at	LOC100290658 /// LRCH4 /// SAP25	100290658 /// 100316904 /// 4034
GSE120717	GPL13158	37802_PM_r_at	FAM63B	54629
GSE120717	GPL13158	37831_PM_at	SIPA1L3	23094
GSE120717	GPL13158	37860_PM_at	ZNF337	26152
GSE120717	GPL13158	37872_PM_at	JRK	8629
GSE120717	GPL13158	37892_PM_at	COL11A1	1301
GSE120717	GPL13158	37943_PM_at	ZFYVE26	23503
GSE120717	GPL13158	37950_PM_at	PREP	5550
GSE120717	GPL13158	37953_PM_s_at	ACCN2	41
GSE120717	GPL13158	37965_PM_at	PARVB	29780
GSE120717	GPL13158	37966_PM_at	PARVB	29780
GSE120717	GPL13158	37986_PM_at	EPOR	2057
GSE120717	GPL13158	37996_PM_s_at	DMPK	1760
GSE120717	GPL13158	38037_PM_at	HBEGF	1839
GSE120717	GPL13158	38043_PM_at	FAM3A	60343
GSE120717	GPL13158	38069_PM_at	CLCN7	1186
GSE120717	GPL13158	38149_PM_at	ARHGAP25	9938
GSE120717	GPL13158	38157_PM_at	DOM3Z	1797
GSE120717	GPL13158	38158_PM_at	ESPL1	9700
GSE120717	GPL13158	38241_PM_at	BTN3A3	10384
GSE120717	GPL13158	38269_PM_at	PRKD2	25865
GSE120717	GPL13158	38290_PM_at	RGS14	10636
GSE120717	GPL13158	38340_PM_at	HIP1R /// LOC100294412	100294412 /// 9026
GSE120717	GPL13158	38398_PM_at	MADD	8567
GSE120717	GPL13158	38447_PM_at	ADRBK1	156
GSE120717	GPL13158	38487_PM_at	STAB1	23166
GSE120717	GPL13158	38521_PM_at	CD22	933
GSE120717	GPL13158	38671_PM_at	PLXND1	23129
GSE120717	GPL13158	38691_PM_s_at	SFTPC	6440
GSE120717	GPL13158	38703_PM_at	DNPEP	23549
GSE120717	GPL13158	38707_PM_r_at	E2F4	1874
GSE120717	GPL13158	38710_PM_at	OTUB1	55611
GSE120717	GPL13158	38766_PM_at	SRCAP	10847
GSE120717	GPL13158	38892_PM_at	KIAA0240	23506
GSE120717	GPL13158	38918_PM_at	SOX13	9580
GSE120717	GPL13158	38964_PM_r_at	WAS	7454
GSE120717	GPL13158	39248_PM_at	AQP3	360
GSE120717	GPL13158	39249_PM_at	AQP3	360
GSE120717	GPL13158	39313_PM_at	WNK1	65125
GSE120717	GPL13158	39318_PM_at	TCL1A	8115
GSE120717	GPL13158	39402_PM_at	IL1B	3553
GSE120717	GPL13158	39548_PM_at	NPAS2	4862
GSE120717	GPL13158	39549_PM_at	NPAS2	4862
GSE120717	GPL13158	39582_PM_at	CYLD	1540
GSE120717	GPL13158	39650_PM_s_at	PCNXL2	80003
GSE120717	GPL13158	396_PM_f_at	EPOR	2057
GSE120717	GPL13158	39705_PM_at	SIN3B	23309
GSE120717	GPL13158	39729_PM_at	PRDX2	7001
GSE120717	GPL13158	39763_PM_at	HPX	3263
GSE120717	GPL13158	39817_PM_s_at	C6orf108	10591
GSE120717	GPL13158	39835_PM_at	SBF1	6305
GSE120717	GPL13158	39854_PM_r_at	LOC100293124 /// PNPLA2	100293124 /// 57104
GSE120717	GPL13158	39891_PM_at	ZNF710	374655
GSE120717	GPL13158	39966_PM_at	CSPG5	10675
GSE120717	GPL13158	40016_PM_g_at	MAST4	375449
GSE120717	GPL13158	40020_PM_at	CELSR3	1951
GSE120717	GPL13158	40093_PM_at	BCAM	4059
GSE120717	GPL13158	40148_PM_at	APBB2	323
GSE120717	GPL13158	40149_PM_at	SH2B1	25970
GSE120717	GPL13158	40189_PM_at	SET	6418
GSE120717	GPL13158	40225_PM_at	GAK	2580
GSE120717	GPL13158	40255_PM_at	DDX28	55794
GSE120717	GPL13158	40273_PM_at	SPHK2	56848
GSE120717	GPL13158	40284_PM_at	FOXA2	3170
GSE120717	GPL13158	40359_PM_at	RASSF7	8045
GSE120717	GPL13158	40420_PM_at	STK10	6793
GSE120717	GPL13158	40446_PM_at	PHF1	5252
GSE120717	GPL13158	40465_PM_at	DDX23	9416
GSE120717	GPL13158	40472_PM_at	LPCAT4	254531
GSE120717	GPL13158	40489_PM_at	ATN1	1822
GSE120717	GPL13158	40524_PM_at	PTPN21	11099
GSE120717	GPL13158	40560_PM_at	TBX2	6909
GSE120717	GPL13158	40562_PM_at	GNA11	2767
GSE120717	GPL13158	40569_PM_at	MZF1	7593
GSE120717	GPL13158	40612_PM_at	DOPEY1	23033
GSE120717	GPL13158	40640_PM_at	NCAPH2	29781
GSE120717	GPL13158	40665_PM_at	FMO3	2328
GSE120717	GPL13158	40687_PM_at	GJA4	2701
GSE120717	GPL13158	40829_PM_at	WDTC1	23038
GSE120717	GPL13158	40837_PM_at	TLE2	7089
GSE120717	GPL13158	40850_PM_at	FKBP8	23770
GSE120717	GPL13158	41037_PM_at	TEAD4	7004
GSE120717	GPL13158	41047_PM_at	C9orf16	79095
GSE120717	GPL13158	41113_PM_at	ZNF500	26048
GSE120717	GPL13158	41160_PM_at	MBD3	53615
GSE120717	GPL13158	41220_PM_at	SEPT9	10801
GSE120717	GPL13158	41329_PM_at	SCYL3	57147
GSE120717	GPL13158	41386_PM_i_at	KDM6B	23135
GSE120717	GPL13158	41387_PM_r_at	KDM6B	23135
GSE120717	GPL13158	41397_PM_at	ZNF821	55565
GSE120717	GPL13158	41469_PM_at	PI3	5266
GSE120717	GPL13158	41512_PM_at	BRAP	8315
GSE120717	GPL13158	41553_PM_at	OSGIN2	734
GSE120717	GPL13158	41577_PM_at	PPP1R16B	26051
GSE120717	GPL13158	41644_PM_at	SASH1	23328
GSE120717	GPL13158	41657_PM_at	STK11	6794
GSE120717	GPL13158	41660_PM_at	CELSR1	9620
GSE120717	GPL13158	41856_PM_at	UNC5B	219699
GSE120717	GPL13158	41858_PM_at	PGAP2	27315
GSE120717	GPL13158	42361_PM_g_at	CCHCR1	54535
GSE120717	GPL13158	43427_PM_at	ACACB	32
GSE120717	GPL13158	43544_PM_at	MED16	10025
GSE120717	GPL13158	43934_PM_at	GPR137	56834
GSE120717	GPL13158	43977_PM_at	TMEM161A	54929
GSE120717	GPL13158	44040_PM_at	FBXO41	150726
GSE120717	GPL13158	44065_PM_at	C12orf52	84934
GSE120717	GPL13158	44111_PM_at	VPS33B	26276
GSE120717	GPL13158	44120_PM_at	ADCK2	90956
GSE120717	GPL13158	44146_PM_at	GMEB2	26205
GSE120717	GPL13158	44563_PM_at	WRAP53	55135
GSE120717	GPL13158	44617_PM_at	OGFOD2	79676
GSE120717	GPL13158	44654_PM_at	G6PC3	92579
GSE120717	GPL13158	44669_PM_at	SDHAF1	644096
GSE120717	GPL13158	44673_PM_at	SIGLEC1	6614
GSE120717	GPL13158	44696_PM_at	TBC1D13	54662
GSE120717	GPL13158	44702_PM_at	SYDE1	85360
GSE120717	GPL13158	44783_PM_s_at	HEY1	23462
GSE120717	GPL13158	44790_PM_s_at	C13orf18	80183
