FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
571332	Flow cytometry result	17341889	050_V1_052312_Mono.571332.fcs	050_V1_052312_Mono.fcs	2799
571333	Flow cytometry result	37436361	050_V1_052312_DC.571333.fcs	050_V1_052312_DC.fcs	2799
571334	Flow cytometry result	20032039	050_V1_052312_TFH.571334.fcs	050_V1_052312_TFH.fcs	2799
571335	Flow cytometry result	15514827	050_V2_052312_Tube_001.571335.fcs	050_V2_052312_Tube_001.fcs	2799
571336	Flow cytometry result	31524212	050_V2_052312_Tube_002.571336.fcs	050_V2_052312_Tube_002.fcs	2799
571337	Flow cytometry result	35447967	050_V2_052312_Tube_003.571337.fcs	050_V2_052312_Tube_003.fcs	2799
571338	Flow cytometry result	13267824	050_V2_052312_Tube_004.571338.fcs	050_V2_052312_Tube_004.fcs	2799
571339	Flow cytometry result	17867847	050_V3_052312_Tube_001.571339.fcs	050_V3_052312_Tube_001.fcs	2799
571340	Flow cytometry result	56399134	050_V3_052312_Tube_002.571340.fcs	050_V3_052312_Tube_002.fcs	2799
571341	Flow cytometry result	63637827	050_V3_052312_Tube_003.571341.fcs	050_V3_052312_Tube_003.fcs	2799
571342	Flow cytometry result	32727144	050_V3_052312_Tube_004.571342.fcs	050_V3_052312_Tube_004.fcs	2799
571343	Flow cytometry result	39022288	050_V4_052312_Tube_001.571343.fcs	050_V4_052312_Tube_001.fcs	2799
571344	Flow cytometry result	49558831	050_V4_052312_Tube_002.571344.fcs	050_V4_052312_Tube_002.fcs	2799
571345	Flow cytometry result	54127708	050_V4_052312_Tube_003.571345.fcs	050_V4_052312_Tube_003.fcs	2799
571346	Flow cytometry result	44839224	050_V4_052312_Tube_004.571346.fcs	050_V4_052312_Tube_004.fcs	2799
571347	Flow cytometry result	21280588	050_V5_052312_Tube_001.571347.fcs	050_V5_052312_Tube_001.fcs	2799
571348	Flow cytometry result	47859514	050_V5_052312_Tube_002.571348.fcs	050_V5_052312_Tube_002.fcs	2799
571349	Flow cytometry result	45809067	050_V5_052312_Tube_003.571349.fcs	050_V5_052312_Tube_003.fcs	2799
571350	Flow cytometry result	28703904	050_V5_052312_Tube_004.571350.fcs	050_V5_052312_Tube_004.fcs	2799
571351	Flow cytometry result	29777549	050_V6_052312_Tube_001.571351.fcs	050_V6_052312_Tube_001.fcs	2799
571352	Flow cytometry result	57671254	050_V6_052312_Tube_002.571352.fcs	050_V6_052312_Tube_002.fcs	2799
571353	Flow cytometry result	57731189	050_V6_052312_Tube_003.571353.fcs	050_V6_052312_Tube_003.fcs	2799
571354	Flow cytometry result	45048925	050_V6_052312_Tube_004.571354.fcs	050_V6_052312_Tube_004.fcs	2799
571355	Flow cytometry result	74997149	050_V7_052312_Tube_001.571355.fcs	050_V7_052312_Tube_001.fcs	2799
571356	Flow cytometry result	40927474	050_V7_052312_Tube_002.571356.fcs	050_V7_052312_Tube_002.fcs	2799
571357	Flow cytometry result	63128789	050_V7_052312_Tube_003.571357.fcs	050_V7_052312_Tube_003.fcs	2799
571358	Flow cytometry result	79385485	050_V7_052312_Tube_004.571358.fcs	050_V7_052312_Tube_004.fcs	2799
571359	Flow cytometry result	75059125	050_V8_052312_Tube_001.571359.fcs	050_V8_052312_Tube_001.fcs	2799
571360	Flow cytometry result	75266134	050_V8_052312_Tube_002.571360.fcs	050_V8_052312_Tube_002.fcs	2799
571361	Flow cytometry result	68869230	050_V8_052312_Tube_003.571361.fcs	050_V8_052312_Tube_003.fcs	2799
571362	Flow cytometry result	86360723	050_V8_052312_Tube_004.571362.fcs	050_V8_052312_Tube_004.fcs	2799
571363	Flow cytometry result	75670406	051_V1_052412_B cell.571363.fcs	051_V1_052412_B cell.fcs	2799
571364	Flow cytometry compensation or control	1239150	CST_052412_LOT#18360.571364.fcs	CST_052412_LOT#18360.fcs	2799
571365	Flow cytometry compensation or control	303070	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_Unstained Control.571365.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_Unstained Control.fcs	2799
571366	Flow cytometry compensation or control	303092	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_IgD FITC Stained Control.571366.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_IgD FITC Stained Control.fcs	2799
571367	Flow cytometry compensation or control	303092	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD14 PE Stained Control.571367.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD14 PE Stained Control.fcs	2799
571368	Flow cytometry compensation or control	303096	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD19 ECD Stained Control.571368.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD19 ECD Stained Control.fcs	2799
571369	Flow cytometry compensation or control	303101	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD20 PE-Cy5 Stained Control.571369.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571370	Flow cytometry compensation or control	303102	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD40 PE-Cy5 Stained Control.571370.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571371	Flow cytometry compensation or control	303107	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CXCR3 PE-Cy5 Stained Control.571371.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CXCR3 PE-Cy5 Stained Control.fcs	2799
571372	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD38 PE-Cy7 Stained Control.571372.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571373	Flow cytometry compensation or control	303101	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD1c PE-Cy7 Stained Control.571373.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571374	Flow cytometry compensation or control	303092	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD8 APC Stained Control.571374.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD8 APC Stained Control.fcs	2799
571375	Flow cytometry compensation or control	303116	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.571375.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.fcs	2799
571376	Flow cytometry compensation or control	303104	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD27 APC-H7 Stained Control.571376.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571377	Flow cytometry compensation or control	303103	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD16 APC-H7 Stained Control.571377.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571378	Flow cytometry compensation or control	303106	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD11c APC-H7 Stained Control.571378.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
571379	Flow cytometry compensation or control	303099	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD4 APC-H7 Stained Control.571379.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571380	Flow cytometry compensation or control	303113	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD86 Pacific Blue Stained Control.571380.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD86 Pacific Blue Stained Control.fcs	2799
571381	Flow cytometry compensation or control	303116	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_PD-1 Pacific Blue Stained Control.571381.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_PD-1 Pacific Blue Stained Control.fcs	2799
571382	Flow cytometry compensation or control	303115	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD3 Pacific Orange Stained Control.571382.fcs	ExVivo_PBMC_Phenotyping_PT51--Compensation Controls_CD3 Pacific Orange Stained Control.fcs	2799
571383	Flow cytometry result	115378709	051_V1_052412_Mono.571383.fcs	051_V1_052412_Mono.fcs	2799
571384	Flow cytometry result	167117480	051_V1_052412_DC.571384.fcs	051_V1_052412_DC.fcs	2799
571385	Flow cytometry result	72479480	051_V1_052412_TFH.571385.fcs	051_V1_052412_TFH.fcs	2799
571386	Flow cytometry result	23227947	051_V2_052412_Tube_001.571386.fcs	051_V2_052412_Tube_001.fcs	2799
571387	Flow cytometry result	35421633	051_V2_052412_Tube_002.571387.fcs	051_V2_052412_Tube_002.fcs	2799
571388	Flow cytometry result	41653347	051_V2_052412_Tube_003.571388.fcs	051_V2_052412_Tube_003.fcs	2799
571389	Flow cytometry result	22289903	051_V2_052412_Tube_004.571389.fcs	051_V2_052412_Tube_004.fcs	2799
571390	Flow cytometry result	45977908	051_V3_052412_Tube_001.571390.fcs	051_V3_052412_Tube_001.fcs	2799
571391	Flow cytometry result	93272311	051_V3_052412_Tube_002.571391.fcs	051_V3_052412_Tube_002.fcs	2799
571392	Flow cytometry result	99487887	051_V3_052412_Tube_003.571392.fcs	051_V3_052412_Tube_003.fcs	2799
571393	Flow cytometry result	46998503	051_V3_052412_Tube_004.571393.fcs	051_V3_052412_Tube_004.fcs	2799
571394	Flow cytometry result	42599846	051_V4_052412_Tube_001.571394.fcs	051_V4_052412_Tube_001.fcs	2799
571395	Flow cytometry result	98973990	051_V4_052412_Tube_002.571395.fcs	051_V4_052412_Tube_002.fcs	2799
571396	Flow cytometry result	97589427	051_V4_052412_Tube_003.571396.fcs	051_V4_052412_Tube_003.fcs	2799
571397	Flow cytometry result	42638904	051_V4_052412_Tube_004.571397.fcs	051_V4_052412_Tube_004.fcs	2799
571398	Flow cytometry result	49994668	051_V5_052412_Tube_001.571398.fcs	051_V5_052412_Tube_001.fcs	2799
571399	Flow cytometry result	75358114	051_V5_052412_Tube_002.571399.fcs	051_V5_052412_Tube_002.fcs	2799
571400	Flow cytometry result	113090247	051_V5_052412_Tube_003.571400.fcs	051_V5_052412_Tube_003.fcs	2799
571401	Flow cytometry result	59891785	051_V5_052412_Tube_004.571401.fcs	051_V5_052412_Tube_004.fcs	2799
571402	Flow cytometry result	56860529	051_V6_052412_Tube_001.571402.fcs	051_V6_052412_Tube_001.fcs	2799
571403	Flow cytometry result	106946791	051_V6_052412_Tube_002.571403.fcs	051_V6_052412_Tube_002.fcs	2799
571404	Flow cytometry result	112395025	051_V6_052412_Tube_003.571404.fcs	051_V6_052412_Tube_003.fcs	2799
571405	Flow cytometry result	29901445	051_V6_052412_Tube_004.571405.fcs	051_V6_052412_Tube_004.fcs	2799
571406	Flow cytometry result	68093069	051_V7_052412_Tube_001.571406.fcs	051_V7_052412_Tube_001.fcs	2799
571407	Flow cytometry result	113514755	051_V7_052412_Tube_002.571407.fcs	051_V7_052412_Tube_002.fcs	2799
571408	Flow cytometry result	158671055	051_V7_052412_Tube_003.571408.fcs	051_V7_052412_Tube_003.fcs	2799
571409	Flow cytometry result	74575767	051_V7_052412_Tube_004.571409.fcs	051_V7_052412_Tube_004.fcs	2799
571410	Flow cytometry result	86660188	051_V8_052412_Tube_001.571410.fcs	051_V8_052412_Tube_001.fcs	2799
571411	Flow cytometry result	144792094	051_V8_052412_Tube_002.571411.fcs	051_V8_052412_Tube_002.fcs	2799
571412	Flow cytometry result	127033290	051_V8_052412_Tube_003.571412.fcs	051_V8_052412_Tube_003.fcs	2799
571413	Flow cytometry result	67740865	051_V8_052412_Tube_004.571413.fcs	051_V8_052412_Tube_004.fcs	2799
571414	Flow cytometry result	15817270	054_V1_051412_B cell.571414.fcs	054_V1_051412_B cell.fcs	2799
571415	Flow cytometry compensation or control	303072	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_Unstained Control.571415.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_Unstained Control.fcs	2799
571416	Flow cytometry compensation or control	1584393	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_IgD FITC Stained Control.571416.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_IgD FITC Stained Control.fcs	2799
571417	Flow cytometry compensation or control	303092	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD14 PE Stained Control.571417.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD14 PE Stained Control.fcs	2799
571418	Flow cytometry compensation or control	303094	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD19 ECD Stained Control.571418.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD19 ECD Stained Control.fcs	2799
571419	Flow cytometry compensation or control	303101	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD20 PE-Cy5 Stained Control.571419.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571420	Flow cytometry compensation or control	303101	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD40 PE-Cy5 Stained Control.571420.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571421	Flow cytometry compensation or control	303104	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CXCR3 PE-Cy5 Stained Control.571421.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CXCR3 PE-Cy5 Stained Control.fcs	2799
571422	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD38 PE-Cy7 Stained Control.571422.fcs	ExVivo_PBMC_Phenotyping_PT54--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
